language_script	example_id	words	chars	base_tokens	target_tokens	delta_tokens	base_tokens_per_word	target_tokens_per_word	delta_tokens_per_word	base_single_char_tokens	target_single_char_tokens	base_byte_tokens	target_byte_tokens	target_new_tokens	target_base_tokens	base_unk_tokens	target_unk_tokens	text_preview	base_token_preview	target_token_preview
dzo_Tibt	105	2	17	6	11	5	3.0	5.5	2.5	1	6	0	0	10	1	0	0	ཨེགསི.༥༠༩ ལག་ཁྱེར།	▁ ཨེགསི . ༥༠༩ ▁ ལག་ཁྱེར།	▁ཨེ ག སི . ༥ ༠ ༩ ▁ལག་ ཁྱ ེར །
dzo_Tibt	106	3	25	9	13	4	3.0	4.333333333333333	1.3333333333333333	2	5	0	0	7	6	0	0	"༡༨༩༩་ རི་ནཱཊི་ ""voiturette"""	"▁ ༡༨༩༩་ ▁ རི་ནཱཊི་ ▁"" vo itur ette """	"▁ ༡༨ ༩ ༩ ་ ▁རི་ ནཱ ཊི་ ▁"" vo itur ette """
dzo_Tibt	107	2	75	16	17	1	8.0	8.5	0.5	7	0	0	0	16	1	0	0	ཁྱོད་ཀྱིས་ཚར་གསུམ་རྐྱངམ་གཅིག་ཤོ་རིལ་འབད་ཆོག སྐུགས་ཀྱི་སྒྲོམ་ཅིག་གདམ་ཁ་རྐྱབས།	▁ ཁྱ ོ ད་ ཀ ྱིས་ཚར་གསུམ་རྐྱངམ་གཅིག་ཤ ོ ་རིལ་འབད་ཆ ོ ག ▁ སྐུགས་ ཀ ྱི་སྒྲ ོ མ་ཅིག་གདམ་ཁ་རྐྱབས།	▁ཁྱོད་ཀྱིས་ ཚར་ གསུམ་ རྐྱངམ་གཅིག་ ཤོ ་རི ལ་ འབད་ ཆོག ▁ སྐུ གས་ ཀྱི་ སྒྲོམ་ ཅིག་ གདམ་ཁ་ རྐྱབས།
dzo_Tibt	108	2	16	7	9	2	3.5	4.5	1.0	3	5	0	0	6	3	0	0	༤ཚུ་ [༤གི་བསྡོམས]	▁ ༤ཚུ་ ▁[ ༤གི་བསྡ ོ མས ]	▁ ༤ ཚུ་ ▁[ ༤ གི་ བསྡོམ ས ]
dzo_Tibt	109	1	13	4	6	2	4.0	6.0	2.0	1	2	0	0	5	1	0	0	གསང་བ་མ་བཟོཝ།	▁ གསང་བ་མ་བཟ ོ ཝ།	▁ གསང་ བ་མ་ བཟོ ཝ །
dzo_Tibt	110	7	153	28	42	14	4.0	6.0	2.0	8	6	0	0	39	3	0	0	སྤྱི་ལོ་༡༩༡༥ ལུ་ མོ་གིས་ སའིུ་དྲི་གིས་ མ་གི་མ་འོངས་པའི་རྨགཔ་ཝལ་ལེས་བེ་རི་དང་གཅིག་ཁར་ མཐོ་རིམ་སློབ་གྲྭ་ནང་འགྱོཝ་ཨིན་ཟེར་མི་ནང་ལུ་ འཁྲབ་རྩེད་ཆ་རོགས་སྦེ་རྩེད་ནུག།	▁ སྤྱི་ལ ོ ་༡༩༡༥ ▁ ལུ་ ▁ མ ོ ་གིས་ ▁ སའིུ་དྲི་གིས་ ▁ མ་གི་མ་འ ོ ངས་པའི་རྨགཔ་ཝལ་ལེས་བེ་རི་དང་གཅིག་ཁར་ ▁ མཐ ོ ་རིམ་སླ ོ བ་གྲྭ་ནང་འགྱ ོ ཝ་ཨིན་ཟེར་མི་ནང་ལུ་ ▁ འཁྲབ་རྩེད་ཆ་ར ོ གས་སྦེ་རྩེད་ནུག།	▁སྤྱི་ལོ་༡༩ ༡ ༥ ▁ལུ་ ▁མོ་ གིས་ ▁ས འུ ི་ དྲི་ གིས་ ▁ མ་ གི་ མ་འོང ས་པའི་ ར ྨ གཔ་ ཝ ལ་ལ ེས་ བེ་ རི་ དང་གཅིག་ཁར་ ▁ མཐོ་ རིམ་ སློབ་གྲྭ་ ནང་ འགྱོཝ་ ཨིན་ཟེར་ མི་ ནང་ལུ་ ▁ འཁྲབ་ རྩེད་ ཆ་ རོགས་ སྦེ་ རྩེད་ ནུག།
dzo_Tibt	111	1	10	6	4	-2	6.0	4.0	-2.0	2	0	0	0	4	0	0	0	སིཀི་རོསི།	▁ སི ཀ ི་ར ོ སི།	▁སི ཀི་ རོ སི།
dzo_Tibt	112	4	63	15	14	-1	3.75	3.5	-0.25	7	3	0	0	10	4	0	0	U.K སྤྱི་ཚོགས་ནང་ རྒྱལ་དབང་ལུ་བརྟེན་སྡོད་མི་ཚུ་གི་ ངོ་ཚབ་མེདཔ་ཨིན།	▁U . K ▁ སྤྱི་ཚ ོ གས་ནང་ ▁ རྒྱལ་དབང་ལུ་བརྟེན་སྡ ོ ད་མི་ཚུ་གི་ ▁ ང ོ ་ཚབ་མེདཔ་ཨིན།	▁U . K ▁ སྤྱི་ཚོགས་ ནང་ ▁རྒྱལ་ དབང་ ལུ་བརྟེན་ སྡོད་མི་ ཚུ་གི་ ▁ངོ་ ཚབ་ མེདཔ་ཨིན།
dzo_Tibt	113	1	21	7	7	0	7.0	7.0	0.0	4	2	0	0	6	1	0	0	ཨ་མི་རི་ཀ/ཕོའི་ནིགསི།	▁ ཨ་མི་རི་ ཀ / ཕ ོ འི་ནིགསི།	▁ཨ་མི་རི་ཀ / ཕོ འི་ ནི ག སི།
dzo_Tibt	114	1	26	2	9	7	2.0	9.0	7.0	0	1	0	0	8	1	0	0	ཊི་ཡུ་ཨེགསི་དང་ཨེ་པཱལ་ཤིང་	▁ ཊི་ཡུ་ཨེགསི་དང་ཨེ་པཱལ་ཤིང་	▁ ཊི་ ཡུ་ ཨེགསི་ དང་ ཨེ་ པ ཱལ་ ཤིང་
dzo_Tibt	115	3	61	12	14	2	4.0	4.666666666666667	0.6666666666666666	4	2	0	0	13	1	0	0	མདའ་རྟགས་ལྡེ་མིག་ཚུ་ རྣམ་གྲངས་ཐོ་ཡིག་བརྒྱུད་དེ་ འགྱོ་ག་མི་འགྱོ།	▁ མདའ་རྟགས་ལྡེ་མིག་ཚུ་ ▁ རྣམ་གྲངས་ཐ ོ ་ཡིག་བརྒྱུད་དེ་ ▁ འགྱ ོ ་ག་མི་འགྱ ོ །	▁མ དའ་ རྟགས་ ལྡེ་མིག་ ཚུ་ ▁རྣམ་གྲངས་ ཐོ་ཡིག་ བརྒྱུད་དེ་ ▁ འགྱོ་ ག་ མི་ འགྱོ །
dzo_Tibt	116	4	191	16	34	18	4.0	8.5	4.5	5	0	0	0	32	2	0	0	ཨིསི་ལ་མིག་གསེར་གྱི་དུས་སྐབས་ནང་གི་མཚོན་རིག་མཁས་པ་མང་ཤོས་ཅིག་ ཡོན་ཏན་སྣ་མང་སྦེ་ཤེས་ཅིག་སྦེ་ཆ་བཞགཔ་ཨིནམ་དང་ དི་ཡང་ དེང་སང་གི་མཚོན་རིག་མཐུན་རྐྱེན་དང་འབྲེལ་བའི་རྣམ་གཞག་ཚུ་མེད་མི་ལས...	▁ ཨིསི་ལ་མིག་གསེར་གྱི་དུས་སྐབས་ནང་གི་མཚ ོ ན་རིག་མཁས་པ་མང་ཤ ོ ས་ཅིག་ ▁ ཡ ོ ན་ཏན་སྣ་མང་སྦེ་ཤེས་ཅིག་སྦེ་ཆ་བཞགཔ་ཨིནམ་དང་ ▁ དི་ཡང་ ▁ དེང་སང་གི་མཚ ོ ན་རིག་མཐུན་རྐྱེན་དང་འབྲེལ་བའི་རྣམ་གཞག་ཚུ་མེད་མི་ལས་བརྟེན་ཏེ་ཨིན་མས།	▁ཨིསི་ ལ་ མིག་ གསེར་ གྱི་ དུས་སྐབས་ ནང་གི་ མཚོན་རིག་ མཁས་པ་ མང་ཤོས་ཅིག་ ▁ ཡོན་ཏན་ སྣ ་མང་ སྦེ་ ཤེས་ ཅིག་སྦེ་ ཆ་ བཞག པ་ ཨིནམ་དང་ ▁ དི་ ཡང་ ▁དེང་སང་གི་ མཚོན་རིག་ མཐུན་རྐྱེན་ དང་འབྲེལ་བའི་ རྣམ་གཞག་ ཚུ་ མེད་ མི་ ལས་བརྟེན་ཏེ་ ཨིན་མས།
dzo_Tibt	117	7	52	11	11	0	1.5714285714285714	1.5714285714285714	0.0	1	2	0	0	4	7	0	0	རྒྱ་གར་ – རྒྱ་གར་སྤྱི་མཐུན་རྒྱལ་ཁབ Republic of India 印度共和国	▁ རྒྱ་གར་ ▁– ▁ རྒྱ་གར་སྤྱི་མཐུན་རྒྱལ་ཁབ ▁Republic ▁of ▁India ▁ 印度 共和国	▁རྒྱ་གར་ ▁– ▁རྒྱ་གར་ ས ྤྱི་མཐུན་རྒྱལ་ཁབ ▁Republic ▁of ▁India ▁ 印度 共和国
dzo_Tibt	118	3	24	13	11	-2	4.333333333333333	3.6666666666666665	-0.6666666666666666	8	7	0	0	1	10	0	0	%s* %spartial/* བཏོན་གཏང་།	▁% s * ▁% s parti al / * ▁ བཏ ོ ན་གཏང་།	▁% s * ▁% s parti al / * ▁ བཏོན་གཏང་།
dzo_Tibt	119	1	12	2	6	4	2.0	6.0	4.0	0	1	0	0	5	1	0	0	ཝ་ས་གེ་མིང་།	▁ ཝ་ས་གེ་མིང་།	▁ ཝ་ ས་ གེ་ མིང་ །
dzo_Tibt	120	3	41	15	10	-5	5.0	3.3333333333333335	-1.6666666666666667	5	2	0	0	4	6	0	0	བརྡ་སྟོན་_BAR_ གཡོན་ཁ་ཐུག་ལུ་ སྤོ་བཤུད་འབད་	▁ བརྡ་སྟ ོ ན་ _ BAR _ ▁ གཡ ོ ན་ཁ་ཐུག་ལུ་ ▁ སྤ ོ ་བཤུད་འབད་	▁ བརྡ་སྟོན་ _ BAR _ ▁ གཡོན་ ཁ་ཐུག་ལུ་ ▁ སྤོ་བཤུད་འབད་
dzo_Tibt	121	1	24	4	8	4	4.0	8.0	4.0	1	3	0	0	6	2	0	0	སྣ་སྒྲ་ཅན་གྱི་རྟགས།nbsp;	▁ སྣ་སྒྲ་ཅན་གྱི་རྟགས། nbsp ;	▁སྣ ་ སྒྲ་ ཅན་གྱི་ རྟགས ། nbsp ;
dzo_Tibt	122	3	83	14	9	-5	4.666666666666667	3.0	-1.6666666666666667	4	0	0	0	9	0	0	0	ཁྱོད་ཀྱིས་ རྣར་ཉན་ཡིག་སྣོད་ཚུ་ནང་ལས་རྐྱངམ་ཅིག་འཚོལ་ཞིབ་འབད་ནི་ཨིན་པ་ཅིན་ སེལ་འཐུ་འབད་	▁ ཁྱ ོ ད་ ཀ ྱིས་ ▁ རྣར་ཉན་ཡིག་སྣ ོ ད་ཚུ་ནང་ལས་རྐྱངམ་ཅིག་འཚ ོ ལ་ཞིབ་འབད་ནི་ཨིན་པ་ཅིན་ ▁ སེལ་འཐུ་འབད་	▁ཁྱོད་ཀྱིས་ ▁རྣར་ཉན་ ཡིག་སྣོད་ཚུ་ ནང་ལས་ རྐྱངམ་ཅིག་ འཚོལ་ཞིབ་ འབད་ནི་ ཨིན་པ་ཅིན་ ▁སེལ་འཐུ་འབད་
dzo_Tibt	123	1	9	5	7	2	5.0	7.0	2.0	2	3	0	0	6	1	0	0	ཀིརཀ་ཝཱལ།	▁ ཀ ིར ཀ ་ཝཱལ།	▁ ཀི ར ཀ་ ཝ ཱལ །
dzo_Tibt	124	4	58	11	12	1	2.75	3.0	0.25	2	0	0	0	11	1	0	0	ཡིག་ཆ་ག་ནི་ཡང་ ལྷག་མ་ཚུགསཔ་ལས་ སར་བར་དེ་གིས་ མཐུད་ལམ་བཀོག་ནུག	▁ ཡིག་ཆ་ག་ནི་ཡང་ ▁ ལྷག་མ་ཚུགསཔ་ལས་ ▁ སར་བར་དེ་གིས་ ▁ མཐུད་ལམ་བ ཀ ོ ག་ནུག	▁ཡིག་ཆ་ ག་ནི་ཡང་ ▁ལྷག་ མ་ཚུགས པ་ལས་ ▁སར་བར་ དེ་གིས་ ▁ མཐུད་ལམ་ བཀོ ག་ ནུག
dzo_Tibt	125	4	82	12	15	3	3.0	3.75	0.75	2	1	0	0	13	2	0	0	མིང་ཚིག་གི་ངེས་ཚིག་ སླར་འདྲེན་འབད་ནི་ལུ་ ལག་ལེན་འཐབ་མི་ ཚིག་མཛོད་འབྱུང་ཁུངས་ཀྱི་མིང་།	▁ མིང་ཚིག་གི་ངེས་ཚིག་ ▁ སླར་འདྲེན་འབད་ནི་ལུ་ ▁ ལག་ལེན་འཐབ་མི་ ▁ ཚིག་མཛ ོ ད་འབྱུང་ཁུངས་ ཀ ྱི་མིང་།	▁ མིང་ཚིག་ གི་ ངེས་ ཚིག་ ▁ སླར་ འདྲེན་ འབད་ནི་ལུ་ ▁ལག་ལེན་འཐབ་མི་ ▁ཚིག་ མཛོད་ འབྱུང་ཁུངས་ ཀྱི་མིང་ །
dzo_Tibt	126	3	38	8	8	0	2.6666666666666665	2.6666666666666665	0.0	1	1	0	0	7	1	0	0	རྒྱུ་ལམ་ མཐོ་སུ་ ཆེར་བསྐྱེད་འབད་མི་ཚུགས།	▁ རྒྱུ་ལམ་ ▁ མཐ ོ ་སུ་ ▁ ཆེར་བསྐྱེད་འབད་མི་ཚུགས།	▁རྒྱུ་ལམ་ ▁ མཐོ་ སུ་ ▁ཆ ེར་ བསྐྱེད་ འབད་མི་ཚུགས།
dzo_Tibt	127	7	203	28	46	18	4.0	6.571428571428571	2.5714285714285716	7	1	0	0	40	6	0	0	ང་བཅས་ཀྱིས་ མཐའ་འཁོར་དང་ ཧེང་སྐལ་རང་མཐུནམ་སྦེ་སྡོད་ཚུགས་ནི་ཨིནམ་མ་ཚད་ མཐའ་འཁོར་གྱི་ལས་རིམ་ནང་ལུ་འཛུལ་ཏེ་ མཇུག་ལས་མཇུག་སུ་ གནོད་ཉེན་ཚུ་མར་ཕབ་འབད་ནི་གི་དོན་ལས་བརྩོན་ཤུགས་སྐྱེད་མི་...	▁ ང་བཅས་ ཀ ྱིས་ ▁ མཐའ་འཁ ོ ར་དང་ ▁ ཧེང་སྐལ་རང་མཐུནམ་སྦེ་སྡ ོ ད་ཚུགས་ནི་ཨིནམ་མ་ཚད་ ▁ མཐའ་འཁ ོ ར་གྱི་ལས་རིམ་ནང་ལུ་འཛུལ་ཏེ་ ▁ མཇུག་ལས་མཇུག་སུ་ ▁ གན ོ ད་ཉེན་ཚུ་མར་ཕབ་འབད་ནི་གི་ད ོ ན་ལས་བརྩ ོ ན་ཤུགས་སྐྱེད་མི་གཅིག་ལུཡང་ ▁ འགྱུར་ཚུགས་ནི་ཨིན་མས།	▁ ང་བཅས་ཀྱིས་ ▁ མཐའ་འཁོར་ དང་ ▁ཧེ ང་ སྐ ལ་ རང་ མཐ ུ ནམ་ སྦེ་སྡོད་ ཚུགས་ནི་ ཨིནམ་མ་ཚད་ ▁ མཐའ་འཁོར་ གྱི་ ལས་རིམ་ ནང་ལུ་ འཛུལ་ ཏེ་ ▁ མཇུག་ ལས་ མཇུག་ སུ་ ▁ གནོད་ ཉེན་ ཚུ་ མར་ཕབ་ འབད་ ནི་གི་དོན་ལས་ བརྩོན་ ཤུགས་ སྐྱེད་ མི་ གཅིག་ ལུ ཡང་ ▁ འགྱུར་ ཚུགས་ནི་ ཨིན་མས།
dzo_Tibt	128	2	38	16	10	-6	8.0	5.0	-3.0	11	2	0	0	7	3	0	0	བཀོལ་སྤྱོད་པའི་དངུལ་བསྡོམས། (བཀྲམ་སྟོན)	▁ བ ཀ ོ ལ་སྤྱ ོ ད་པའི་དངུལ་བསྡ ོ མས། ▁( བ ཀ ྲམ་སྟ ོ ན )	▁ བཀོལ་སྤྱོད་ པའི་ དངུལ་ བསྡོམ ས། ▁( བཀྲམ་ སྟོན )
dzo_Tibt	129	1	33	7	8	1	7.0	8.0	1.0	2	1	0	0	5	3	0	0	སྟེགས་རིས་འཛུན་མ།gradients-action	▁ སྟེགས་རིས་འཛུན་མ། grad ient s - action	▁སྟེགས་རིས་ འཛ ུན་ མ། gra dients - action
dzo_Tibt	130	2	22	5	7	2	2.5	3.5	1.0	0	0	0	0	5	2	0	0	ཝེསི་ཊན་ ཧེཌི།Australia	▁ ཝེསི་ཊན་ ▁ ཧེཌི། Australia	▁ ཝེ སི་ཊ ན་ ▁ཧེ ཌི། Australia
dzo_Tibt	131	1	31	9	11	2	9.0	11.0	2.0	5	2	0	0	11	0	0	0	རང་དབང་གྱོང་མེད་རྣར་ཉེན་ཀོ་ཌེཀ་	▁ རང་དབང་གྱ ོ ང་མེད་རྣར་ཉེན་ ཀ ོ ་ཌེ ཀ ་	▁རང་དབང་ གྱོ ང་ མེད་ ར ྣ ར་ ཉེན་ ཀོ་ ཌེ ཀ་
dzo_Tibt	132	1	24	6	5	-1	6.0	5.0	-1.0	3	0	0	0	5	0	0	0	སྣོད་འཛིན་རྩ་མེད་བཏང་དོ།	▁ སྣ ོ ད་འཛིན་རྩ་མེད་བཏང་ད ོ །	▁སྣོད་འཛིན་ རྩ་ མེད་ བཏང ་དོ།
dzo_Tibt	133	3	52	12	17	5	4.0	5.666666666666667	1.6666666666666667	4	2	0	0	15	2	0	0	གོམ་པའི་ཨེབ་རྟ་དང་ མཐེ་བོང་གི་བར་ནའི་ བར་སྟོང་བཞག་ཐངས།	▁ ག ོ མ་པའི་ཨེབ་རྟ་དང་ ▁ མཐེ་བ ོ ང་གི་བར་ནའི་ ▁ བར་སྟ ོ ང་བཞག་ཐངས།	▁ག ོམ་ པའི་ ཨེབ་རྟ་ དང་ ▁ མཐ ེ་བ ོང་ གི་ བར ་ནའི་ ▁ བར་སྟོང་ བཞག་ ཐ ངས།
dzo_Tibt	134	1	23	3	9	6	3.0	9.0	6.0	1	2	0	0	8	1	0	0	ཀུན་བཟང་བླ་མའི་ཞལ་ལུང་།	▁ ཀ ུན་བཟང་བླ་མའི་ཞལ་ལུང་།	▁ ཀུན་ བཟང་ བླ ་མའི་ ཞ ལ་ ལུང་ །
dzo_Tibt	135	4	33	16	13	-3	4.0	3.25	-0.75	7	4	0	0	8	5	0	0	ཟླ་ཐོ་'%s' ལུ་ ངེས་མེད་སྦེ་ བཏང་ཡོད།	▁ ཟླ་ཐ ོ ་ ' % s ' ▁ ལུ་ ▁ ངེས་མེད་སྦེ་ ▁ བཏང་ཡ ོ ད།	▁ཟླ་ ཐོ་ ' % s ' ▁ལུ་ ▁ངེས་ མེད་ སྦེ་ ▁ བཏང་ ཡོད།
dzo_Tibt	136	1	34	2	4	2	2.0	4.0	2.0	0	0	0	0	4	0	0	0	རིམ་ལུགས་རྣམ་གྲངས་ལས་རྩ་བསྐྲད་གཏང་	▁ རིམ་ལུགས་རྣམ་གྲངས་ལས་རྩ་བསྐྲད་གཏང་	▁རིམ་ལུགས་ རྣམ་གྲངས་ ལས་ རྩ་བསྐྲད་གཏང་
dzo_Tibt	137	3	25	10	10	0	3.3333333333333335	3.3333333333333335	0.0	3	3	0	0	9	1	0	0	སིཔེ་ནིཤ་ སཱན་ ས་ཁྲ་གཙོ་བོ།	▁ སིཔེ་ནིཤ་ ▁ སཱན་ ▁ ས་ཁྲ་གཙ ོ ་བ ོ །	▁སི པ ེ་ནི ཤ་ ▁ས ཱན་ ▁ ས་ཁྲ་ གཙོ་བོ །
dzo_Tibt	138	3	71	15	16	1	5.0	5.333333333333333	0.3333333333333333	7	3	0	0	14	2	0	0	ནང་བསྐྱོད་འཐུས་ཤོར་ལས་བརྟེན་ ཝི་པི་ཨེན་མཐུད་ལམ་ '%s'འདི་འགོ་བཙུགས་མ་ཚུགས།	▁ ནང་བསྐྱ ོ ད་འཐུས་ཤ ོ ར་ལས་བརྟེན་ ▁ ཝི་པི་ཨེན་མཐུད་ལམ་ ▁' % s ' འདི་འག ོ ་བཙུགས་མ་ཚུགས།	▁ནང་བསྐྱོད་ འཐུ ས་ ཤོ ར་ ལས་བརྟེན་ ▁ཝི་ པ ི་ཨེན་ མཐུད་ལམ་ ▁'% s ' འདི་ འགོ་བཙུགས་ མ་ཚུགས།
dzo_Tibt	139	1	27	4	5	1	4.0	5.0	1.0	1	0	0	0	4	1	0	0	གཞི་བཙུགས་དེ་འཕྲོ་མཐུད་འབད།	▁ གཞི་བཙུགས་དེ་འཕྲ ོ ་མཐུད་འབད།	▁ གཞི་བཙུགས་ དེ་ འཕྲོ་མཐུད་ འབད།
dzo_Tibt	140	6	100	20	21	1	3.3333333333333335	3.5	0.16666666666666666	3	1	0	0	18	3	0	0	ཤུལ་ལས་ འ་ནི་དགོཔ་འདི་སེལ་ཡོདཔ་ད་ འདི་ཡང་ ཇ་པཱན་གྱི་ལྷ་ Amaterasuལས་བྱུང་མི་ སྐུ་འཁོར་ལས་བརྟེན་ཏེ་ཨིན་མས།	▁ ཤུལ་ལས་ ▁ འ་ནི་དག ོ པ་འདི་སེལ་ཡ ོ དཔ་ད་ ▁ འདི་ཡང་ ▁ ཇ་པཱན་གྱི་ལྷ་ ▁Ama tera su ལས་བྱུང་མི་ ▁ སྐུ་འཁ ོ ར་ལས་བརྟེན་ཏེ་ཨིན་མས།	▁ཤུལ་ལས་ ▁འ་ནི་ དགོཔ་ འདི་ སེལ་ ཡོདཔ་ད་ ▁འདི་ཡང་ ▁ཇ ་པ ཱན་ གྱི་ ལྷ་ ▁Ama tera su ལས་ བྱུང་མི་ ▁སྐུ་ འཁོར་ ལས་བརྟེན་ཏེ་ ཨིན་མས།
dzo_Tibt	141	5	196	31	37	6	6.2	7.4	1.2	11	2	0	0	35	2	0	0	གཟུགས་ཀྱི་མི་རིགས་མཁས་པ་གི་ཀི་དེབ་ནང་ལུ་བཀོད་མི་ནང་ སྐྱེ་ལྡན་རིག་པའི་རིགས་ཀྱི་དབྱེ་བ་འདི་ སྤྱི་ལོ་༡༩༧༠ལོ་གྲངས་ལུ་ རིགས་ཀྱི་དབྱེ་བ་འདི་མེད་ཟེར་བའི་ གྲོས་བསྡུར་འབད་འབདཝ་ཚུན་ཚོད་ལུ...	▁ གཟུགས་ ཀ ྱི་མི་རིགས་མཁས་པ་གི་ ཀ ི་དེབ་ནང་ལུ་བ ཀ ོ ད་མི་ནང་ ▁ སྐྱེ་ལྡན་རིག་པའི་རིགས་ ཀ ྱི་དབྱེ་བ་འདི་ ▁ སྤྱི་ལ ོ ་༡༩༧༠ལ ོ ་གྲངས་ལུ་ ▁ རིགས་ ཀ ྱི་དབྱེ་བ་འདི་མེད་ཟེར་བའི་ ▁ གྲ ོ ས་བསྡུར་འབད་འབདཝ་ཚུན་ཚ ོ ད་ལུ་གནས་ཏེ་ཡ ོ ད་ཟེར་ཨིན་མས།	▁ གཟུགས་ཀྱི་ མི་ རིགས་ མཁས་པ་ གི་ ཀི་དེབ་ ནང་ལུ་ བཀོད་མི་ ནང་ ▁སྐྱེ་ལྡན་ རིག་པའི་ རིགས་ཀྱི་ དབྱེ་བ་ འདི་ ▁སྤྱི་ལོ་༡༩ ༧ ༠ ལོ་ གྲངས་ ལུ་ ▁ རིགས་ཀྱི་ དབྱེ་བ་ འདི་ མེད་ ཟེར་བའི་ ▁གྲོས་ བསྡུར་ འབད་ འབདཝ་ ཚུན་ཚོད་ ལུ་ གནས་ ཏེ་ ཡོད་ ཟེར་ཨིན་མས།
dzo_Tibt	142	5	45	16	19	3	3.2	3.8	0.6	7	8	0	0	13	6	0	0	གཡོ་ཤད་ '/' གི་རྟིང་བདའ་སྟེ་ དུས་ཡུན་'.' མི་བཏུབ་	▁ གཡ ོ ་ཤད་ ▁' / ' ▁ གི་རྟིང་བདའ་སྟེ་ ▁ དུས་ཡུན་ ' . ' ▁ མི་བཏུབ་	▁གཡ ོ་ ཤ ད་ ▁' / ' ▁གི་ རྟ ིང་ བ དའ་ སྟེ་ ▁དུས་ཡུན་ ' . ' ▁མི་ བཏུབ་
dzo_Tibt	143	2	33	6	9	3	3.0	4.5	1.5	1	0	0	0	7	2	0	0	མཐོ་རིམ་ཅན་གྱི་ གཏང་ནིའི་གདམ་ཁ་ཚུ།	▁ མཐ ོ ་རིམ་ཅན་གྱི་ ▁ གཏང་ནིའི་གདམ་ཁ་ཚུ།	▁ མཐོ་ རིམ་ ཅན་གྱི་ ▁ གཏང་ ནིའི་ གདམ་ཁ་ ཚུ།
dzo_Tibt	144	1	11	2	6	4	2.0	6.0	4.0	0	3	0	0	6	0	0	0	ལེ་བི་རིནཐ།	▁ ལེ་བི་རིནཐ།	▁ལེ ་བི ་རི ན ཐ །
dzo_Tibt	145	5	122	18	31	13	3.6	6.2	2.6	4	2	0	0	28	3	0	0	རླུང་མ་དང་མཚོའི་རླབས་་ཀྱིས་ གནམ་ཁར་བསྐྱེལ་མི་ཆུ་འདི་ཚུ་ ནང་ན་བུང་དང་གཅིག་ཁར་བཏང་མི་འདི་གིས་ མི་ཚུ་ལུ་ཡང་ གནོད་ནི་གི་ཉེན་ཁ་ཡོད།	▁ རླུང་མ་དང་མཚ ོ འི་རླབས་་ ཀ ྱིས་ ▁ གནམ་ཁར་བསྐྱེལ་མི་ཆུ་འདི་ཚུ་ ▁ ནང་ན་བུང་དང་གཅིག་ཁར་བཏང་མི་འདི་གིས་ ▁ མི་ཚུ་ལུ་ཡང་ ▁ གན ོ ད་ནི་གི་ཉེན་ཁ་ཡ ོ ད།	▁ རླུང་ མ་ དང་མ ཚོ འི་ རླ བས་ ་ ཀྱིས་ ▁གནམ་ ཁར་ བ སྐྱེལ་ མི་ ཆུ་ འདི་ཚུ་ ▁ནང་ ན་བ ུང་ དང་གཅིག་ཁར་ བཏང་ མི་འདི་གིས་ ▁ མི་ཚུ་ལུ་ ཡང་ ▁ གནོད་ ནི་གི་ ཉེན་ཁ་ ཡོད།
dzo_Tibt	146	3	17	10	8	-2	3.3333333333333335	2.6666666666666665	-0.6666666666666666	4	1	0	0	7	1	0	0	བའི་ སིལ་བ་ པོར་ཊོ།	▁ བའི་ ▁ སིལ་བ་ ▁ པ ོ ར་ཊ ོ །	▁ བའི་ ▁སི ལ་བ་ ▁པོ ར་ ཊོ །
dzo_Tibt	147	8	164	30	29	-1	3.75	3.625	-0.125	7	0	0	0	29	0	0	0	གདམ་ཁ་འདི་ སེལ་འཐུ་འབདཝ་ད་ ཁྱོད་ཀྱི་ཨེལ་ཌི་ཨེ་པི་ སར་བར་གྱིས་ཊི་ཨེལ་ཨེསི་ལུ་ རྒྱབ་སྐྱོར་ཡོད་པ་ཅིན་ ཨི་བོ་ལུ་ཤཱན་གྱིས་ ཁྱོད་རའི་ཨེལ་ཌི་ཨེ་པི་ སར་བར་ལུ་རྐྱངམ་གཅིག་མཐུད་འོང་།	▁ གདམ་ཁ་འདི་ ▁ སེལ་འཐུ་འབདཝ་ད་ ▁ ཁྱ ོ ད་ ཀ ྱི་ཨེལ་ཌི་ཨེ་པི་ ▁ སར་བར་གྱིས་ཊི་ཨེལ་ཨེསི་ལུ་ ▁ རྒྱབ་སྐྱ ོ ར་ཡ ོ ད་པ་ཅིན་ ▁ ཨི་བ ོ ་ལུ་ཤཱན་གྱིས་ ▁ ཁྱ ོ ད་རའི་ཨེལ་ཌི་ཨེ་པི་ ▁ སར་བར་ལུ་རྐྱངམ་གཅིག་མཐུད་འ ོ ང་།	▁གདམ་ཁ་ འདི་ ▁སེལ་འཐུ་ འབདཝ་ད་ ▁ཁྱོད་ཀྱི་ ཨེལ་ ཌི་ ཨེ་ པི་ ▁སར་བར་ གྱིས་ ཊི་ ཨེལ་ ཨེསི་ ལུ་ ▁རྒྱབ་སྐྱོར་ ཡོད་པ་ཅིན་ ▁ཨི་བོ་ལུ་ཤཱན་ གྱིས་ ▁ཁྱོད་རའི་ ཨེལ་ ཌི་ ཨེ་ པི་ ▁སར་བར་ ལུ་ རྐྱངམ་གཅིག་ མཐུད་ འོང་།
dzo_Tibt	148	1	10	6	5	-1	6.0	5.0	-1.0	3	1	0	0	5	0	0	0	ཌཱན་ཀིརིཀ།	▁ ཌཱན་ ཀ ིརི ཀ །	▁ཌ ཱན་ ཀི རི ཀ།
