point_id	language_script	language_name	status	script	family	macro_family	region	sample_idx	text
fur_Latn:48	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	48	In dut câs, la sô afermazion centrâl e rivuarde dome ce tipo di entitât che un ogjet matematic al à, no ce tipo di esistence i ogjets o lis struturis matematichis a àn (vâl a dî, no rivuarde la lôr ontologjie).
fur_Latn:49	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	49	Torne a cjamâ la posizion atuâl
fur_Latn:50	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	50	La struture e sugjerive ancje un metodi sempliç pe replicazion: se i filaments a son separâts, si puedin ricostruî gnûfs filaments compagns par ognidun su la fonde de secuence dal filament vecjo.
fur_Latn:51	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	51	Te sô zoventût Ariosto al scrivè poesiis sedi latinis sedi talianis; tes componimencj di amôr par talian al doprà un lenguaç ancje plui svolât di chel di Petrarca e al cirì un rapuart seren e cuiet cu le femine. Tes siet Satiris, par talian Satire, Ariosto al justificà lis so sieltis e difiets, cirint la semplicitât e creant un distac tra se e la societât. Al scrivè ancje cualchi comedie, che a forin modei pe oparis seguitivis; la plui innomenade e je la Lena.
fur_Latn:52	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	52	Dopo centenârs di oris di funzionament, il filament inte lampadine ae fin si bruse e la lampadine no funzione plui.
fur_Latn:53	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	53	L’algoritmi euclideu al è prin descrit cui numars e rindût popolâr in Europe ta la seconde edizion de Problèmes plaisants et délectables di Bachet (Problemis plasevuls e divertents, 1624).
fur_Latn:54	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	54	Des voltis il spazi centrâl al jere cuadrât, des voltis otagonâl, o almancul a jerin vot pilastris che a tignivin sù la cupule invezit di cuatri, e la navade e i transets a jerin plui strets in proporzion.
fur_Latn:55	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	55	Lui al declare di vê vût visions par mieç di un agnul il cuâl lis ve di Jesus che a so volte al riferive chel che Diu i voleve trasmeti.
fur_Latn:56	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	56	Il neutrin al è une particule elementâr.
fur_Latn:57	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	57	Impussibil disponi il canâl come no-blocant: %s
fur_Latn:58	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	58	Il trafic economic uman transnazionâl (lassant in bande il secuestri di personis) al pues jessi caraterizât ancje di un pendolarisim di masse jenfri i puescj di vore e i insediaments residenziâi.
fur_Latn:59	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	59	Se la vite e esist ancjemò su Mart, al è facil che si cjati sot de Tiere dulà che e je ancjemò aghe licuide.
fur_Latn:60	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	60	Luigi Faidutti, nassût a Scrut di Sant Lenart ai 11 di Avrîl dal 1861, al fo un religjôs e politic furlan.
fur_Latn:61	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	61	1530 - At di sotanance de bande dai Stâts talians a Carli V. Carli V ven incoronât a Bologne da Pape Clement VII.
fur_Latn:62	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	62	Il 20 di Jugn e je la 171° zornade dal Calendari Gregorian, (la 172° se l'an al è bisest). A mancjin 194 zornadis pe fin dal an.
fur_Latn:63	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	63	I ricercjadôrs a disvilupin teoriis par capî i compuartaments comunicatîfs.
fur_Latn:64	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	64	Cun di plui, lis peraulis scritis a son dispès plui facilis di capî di chês feveladis. Chest al è vêr in mût particolâr pai recapits che a son spes dificii di pronunziâ in mût comprensibil.
fur_Latn:65	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	65	Ç ç Il Ç al è il cuart segn dal alfabet furlan.
fur_Latn:66	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	66	Lis civiltâts a tindin ancje a disvilupâ culturis complessis, che a includin un aparât decisionâl cun base statâl, une leterature, une art professionâl, une architeture, une religjon organizade e complessis usancis di educazion, coercizion e control associadis cul mantigniment de elite.
fur_Latn:67	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	67	A si pues doprâ il concet das funzions par descrivi plui robis rispiet a modalitât di funzionament dai significâts lessicai: a puedin jessi dopradis par descrivi il significât di une frase.
fur_Latn:68	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	68	In dute la bande orientâl dal Friûl a son presintis dute une schirie di insediaments cun popolazions che a fevelin dai dialets dal sloven.
fur_Latn:69	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	69	il sît uficiâl di Jacques Houdek
fur_Latn:70	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	70	I Iron Maiden a son un grup musicâl heavy metal inglês formât a Londre intal 1975 dal bassist Steve Harris.
fur_Latn:71	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	71	Un binari al e une struture de ferade sore cu corin i trens.
fur_Latn:72	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	72	Il distret di Freistadt al è un dai distrets dal stât federât austriac (tod. Bundesland) de Alte Austrie.
fur_Latn:73	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	73	Il Periodi Zurassic e je la plui lungje ete te scjale dai timps gjeologjics. Al partìs de fin dal Triassic al inizi dal Cretacei. L'inizi dal periodi al è di 199 milions di agns za fa, la fin vie par 145 milion cirche. Come altris periodos gjeologjics lis datis a son malsiguris di par ju di 5 - 10 milions di agns.
fur_Latn:74	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	74	In plui al è stât pastanât dai modei di venit che a vegnin dal trevisan e dal venit dal Livence.
fur_Latn:75	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	75	Il passâ di economiis plui semplicis a altris plui complessis no simpri al puarte a un miorament des cundizions di vite de popolazion.
fur_Latn:76	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	76	Gjeografie furlane, Societât filologjiche furlane, Udin 2001
fur_Latn:77	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	77	La Scuele Catalane de Pedagogjie al ere su maxim rissò ai añs 30 dal secul XX, intal timp de Republiche.
fur_Latn:78	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	78	2010 - Who's That Chick? (cun David Guetta)
fur_Latn:79	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	79	Al rive fin al stret di Bering, ma al scugne tornâ indaûr par vie de glaç. Su la vie pe Ingletiere, la spedizion si ferme di gnûf aes isulis Sandwich, dulà che e à di restâ par plui timp di ce che al jere proviodût, parcè che lis condizions climatichis impedivin la navigazion. Chest al provoche tensions cui indigjens dal lûc pe scjarsis provistis e daspò cualchi barufe, Cook al ven copât dai natîfs.
fur_Latn:80	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	80	I numars naturâi a son ducj i intîrs no negatîfs:
fur_Latn:81	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	81	La glesie di Sant Scjefin a Sauris Disore
fur_Latn:82	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	82	dongje il mâr il sanc dai mârtarssu lis monts il lôr altâr
fur_Latn:83	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	83	In gracie di United Artists, Pickford e continuà a produsi e recitâ intai siei cines; e podeve ancje distribuiju cemût che e voleve.
fur_Latn:84	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	84	Il 30 di Novembar e je la 334° zornade dal Calendari Gregorian,.
fur_Latn:85	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	85	Cussì il patinadôr al volte. Se il fier si incline a diestre, il patinadôr al va a diestre, se il fier si incline a çampe, il patinadôr al va a çampe.
fur_Latn:86	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	86	Paola Benincà, Laura Vanelli, Linguistica friulana, Unipress, Padue, 2005.
fur_Latn:87	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	87	Non Sono io - Tu non Hai Capito Niente 1965 Jolly
fur_Latn:88	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	88	"Pidade frontâl cun salt (o ""in salt"") (jumping front kick)."
fur_Latn:89	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	89	La sghirate (Sciurus vulgaris) e je un roseadôr di misure medio-pìçule de famee dai Sciuridae, ch'e inclûd unevore di altris speciis cemût la marmote e il cjan de pradarìe.
fur_Latn:90	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	90	Al è probabil che il ream dai bateris si sedi separât par prin di altris formis di vite (clamadis a voltis Neomura), ma cheste suposizion e je dibatude.
fur_Latn:91	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	91	Il ream di rêt %s al a bisugne di cualchi informazion par fâti jentrâ.
fur_Latn:92	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	92	Une ecuazion polinomiâl di che dome lis soluzions che son intîrs interessin e je clamade ecuazion diofantee.
fur_Latn:93	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	93	La seconde gjenerazion di culturis finalizadis a miorâ la cualitât, spes alterant il profîl nutrizionâl.
fur_Latn:94	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	94	In dut il libri al ven metût in risalt il concet che si devi adorâ dome Diu e lui sôl.
fur_Latn:95	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	95	Al stes timp, il lavôr di David H. Price su la antropologjie americane vie pe Vuere Frede al furnìs rindiconts detaiâts de cjace e licenziament di svariâts antropolics a cause di simpatiis comunistis.
fur_Latn:96	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	96	Kwatta ai e une marche belgic par i prodots di cjocolate dal 1972. Precedentementri belgic-olandês al vignive prodot a Breda e Bois-d'Haine(dal 1913) cun la cjocolate ca vignive coltivade in tes piantagions a Kwatta,in Suriname.La societât ai e nasciude par idee di P. de Bondt e Jozef Gustaaf van Emden.Vuei la Kwatta ai e di proprietât da societât americane Heinz dal 2001.
fur_Latn:97	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	97	In Italie cun cheste espression dispès si clamin, par antonomasie, i paîs e lis citâts fondadis tal timp dal fassisim, tai agns trente dal XX secul.
fur_Latn:98	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	98	La coesion di grup (ancje clamade coesion sociâl) e nas cuant che i leams a conetin i membris di un grup sociâl un cun chel altri e cul grup tal insiemi.
fur_Latn:99	fur_Latn	Friulian	tail	Latn	Romance	Indo-European	Europe	99	Met in ordin la liste dai files par posizion
ind_Latn:0	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	0	Mereka Mulai Kalimat Dengan “Anda” drpd “Saya”
ind_Latn:1	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	1	Selain untuk unlock file PDF yang tidak bisa di print, ada juga website yang bisa digunakan untuk mengecilkan ukuran file PDF.
ind_Latn:2	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	2	EHM Group Ltd, telah mengkhususkan diri dalam perawatan air & produk perawatan kesehatan selama bertahun-tahun. Dengan usaha bertahun-tahun, EHM telah berkembang menjadi perusahaan manufaktur, ...
ind_Latn:3	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	3	Sulit memang untuk mempercayai hal semacam itu.
ind_Latn:4	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	4	6. Akses langsung ke semua port dan tombol tanpa melepasnya dari casing.
ind_Latn:5	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	5	2) Menyimpulkan dasar hukum, hakikat dan tata cara kemerdekaan mengemukakan pendapat secara bebas dan bertanggung jawab. c.
ind_Latn:6	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	6	Baroness, kami tidak pernah bicara secara terbuka tentang politik di Amerika.
ind_Latn:7	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	7	Ia juga mengatakan bahwa pertemuan itu akan menjadi cikal bakal untuk pertemuan-pertemuan selanjutnya.
ind_Latn:8	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	8	Seorang lelaki yang memiliki dua dinar datang kepada Rasulullah Saw dan bertanya apa yang harus dia buat dengan uang tersebut kemudian dia diberikan nasihat untuk menginfaqkan satu dinar untuk dirinya sendiri dan satu dinar lagi untuk istri, anak dan pembantunya (HR Abu Dawud Ibnu Hibban).
ind_Latn:9	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	9	1. Ujung udara ulir dua tahap yang memimpin dunia
ind_Latn:10	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	10	Kejadiannya di dalam rumah pamannya, yang berdekatan dengan rumah tersangka.
ind_Latn:11	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	11	"Tidak ada ""kita"",karena aku tidak ber ""kita"". Aku hanya ber ""aku."""
ind_Latn:12	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	12	3. alat kelamin betina disebut Arkegonium yang menghasilkan Ovum Jika kedua gametangia terdapat dalam satu individu disebut berumah satu (Monoesius).
ind_Latn:13	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	13	Ternyata inipun yang dialami rekan kerjaku.
ind_Latn:14	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	14	Sedangkan stasiun relay, stasiun yang meneruskan siaran
ind_Latn:15	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	15	Tapi dari dulu selalu banyak jawaban yang malas untuk diperdebatkan.
ind_Latn:16	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	16	Emas naik 0,23 persen dan 7,65 persen masing-masing pada bulan Juli dan Agustus, dengan pasar dikutip dalam prospek pelonggaran moneter yang agresif oleh Federal Reserve AS dan bank sentral utama lainnya di tengah meningkatnya ketegangan perdagangan China-AS.
ind_Latn:17	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	17	Sampai beberapa menit lalu, saya menyadari kesaktian kalimat itu.
ind_Latn:18	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	18	maka bagian jumlah yang tidak dipulihkan tersebut langsung dibukukan sebagai beban pada periode yang bersangkutan.
ind_Latn:19	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	19	Saat dilakukan pemeriksaan pada kepingan pesawat itu, dapat dipastikan bahwa puing itu memang berasal dari pesawat MH370.
ind_Latn:20	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	20	Kesimpulannya bahwa hubungan keluarga yang harmonis adalah jalan dalam menjalin hubungan dengan Tian sebagai pencipta alam.
ind_Latn:21	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	21	Sekalipun Anda sedang menjalani program diet, kesehatan harus tetap selalu di jaga.
ind_Latn:22	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	22	Tersebutlah seorang pengikut Nabi Musa Alaihissalam yang sangat kaya, yang bernama Qarun.
ind_Latn:23	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	23	Rasulullah bersabda, “Seseorang itu bersama orang yang dicintainya pada hari kiamat.”
ind_Latn:24	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	24	Hang Ah meminta maaf dan pergi.Jae Ha berjalan melalui sebuah galeri foto dengan Perdana Menteri dan pejabat lainnya.
ind_Latn:25	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	25	“Kalau begitu apakah kita harus melakukannya di tempat yang sepi?
ind_Latn:26	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	26	Pihak berwenang menyatakan bahwa dirinya ditahan karena terlibat ‘kegiatan yang berhubungan dengan tindak terorisme’.
ind_Latn:27	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	27	Pertanyaan: Apa kata Alkitab tentang seorang suami Kristen?
ind_Latn:28	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	28	Ayo pergi!! Mulai pengalaman trainer pokemon Anda dengan semua trik yang perlu Anda ketahui
ind_Latn:29	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	29	Belakangan ini banyak pengguna paket data Axis yang mereview bahwa mereka puas dengan pelayanan yang diberikan Axis.
ind_Latn:30	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	30	Mendengar teriakan Jefri, warga sekitarnya langsung mendekat.
ind_Latn:31	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	31	Sehingga dibutuhakan saksi minimal dua orang.
ind_Latn:32	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	32	Adblock plus bisa bekerja secara efektif tanpa menggunakan root pada perangkat Android, tetapi Anda juga bisa menggunakannya dengan root.
ind_Latn:33	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	33	Sekarang Anda akan diminta untuk memilih template.
ind_Latn:34	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	34	Ia menjadi ketua dari holding company milik pemerintah yang sangat berkuasa, IRI, dari 1982 hingga 1989 dan kembali pada 1993 hingga 1994.
ind_Latn:35	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	35	Lagipun, bersama-sama dengan oksigen, komponen mineral air juga akan dihasilkan, yang sangat penting untuk fungsi normal ekosistem akuarium anda.
ind_Latn:36	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	36	FX-Coliseum adalah perhubunganFOREX inovatif yang memudahkan semua trader (pedagang)FOREX dari seluruh penjuru dunia untuk bergabung dalam satu komunitas tanpa memandang broker Forex mana yang mereka gunakan.
ind_Latn:37	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	37	Tenang, untuk mengakses harga dan informasi lain terkait dengan mobil keluaran Mitsubishi, Anda kini bisa mengakses beberapa situs yang dibuat oleh dealer Mitsubishi.
ind_Latn:38	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	38	Jebakan Mudik Mudik, kata orang, seperti menyusuri masa kecil, masa terindah dalam hidup.
ind_Latn:39	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	39	Job Matching merupakan program untuk mengurangi pengangguran lulusan SMK dengan mempromosikan sumber daya yang dimiliki oleh para lulusan dari SMK.
ind_Latn:40	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	40	Pendapat Plato itu disebut keadilan moral, sedangkan Sunyoto menyebutnya keadilan legal.
ind_Latn:41	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	41	Perancis Dukung Indonesia Atasi Perubahan Iklim
ind_Latn:42	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	42	Nah, itu masuk akal. Ya, itulah suara mesin raksasa, Cohle, yang bersiap-siap untuk menendang pantatmu.
ind_Latn:43	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	43	Prasasti yang ditulis pada stela batu ini menggunakan aksara Pallawa dan bahasa Sanskerta.
ind_Latn:44	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	44	"Akan tetapi."" maka dia adalah orang yang paling kafir."
ind_Latn:45	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	45	- Saya pikir itu.. ...Karena kamu tidak ingin terlihat buruk.
ind_Latn:46	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	46	dan agar Rasul (Muhammad) menjadi saksi atas (perbuatan) kamu}.
ind_Latn:47	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	47	Dari enam bersaudara, Sion adalah anak yang paling cakap
ind_Latn:48	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	48	Cerita ini merupakan hal yang benar benar terjadi.
ind_Latn:49	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	49	Ini adalah yang terbaik ZAFUL Kupon: simpan 16% pada setiap order!
ind_Latn:50	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	50	Hampir sama degan dua single sebelumnya, pada lagu Yok Sedekah ini, Azka kembali mensyiarkan Islam lewat lagu.
ind_Latn:51	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	51	(2) Sistematika RPJPD sebagaimana dimaksud pada ayat (1), sebagaimana tercantum dalam Lampiran yang merupakan bagian yang tidak terpisahkan dari Peraturan Daerah ini.
ind_Latn:52	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	52	Tidak Ada Tanda-tanda Luka di Tubuh Kim Jong-nam
ind_Latn:53	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	53	Fabric Reinforcement Geotextile penjualan - Kualitas Fabric Reinforcement Geotextile pemasok
ind_Latn:54	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	54	Mungkin satu saja. Bir non alkohol.
ind_Latn:55	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	55	Fimela.com, Jakarta Bagi beberapa zodiak di bawah ini, malu menunjukkan bahwa mereka sangat peduli tentang apa yang orang lain pikirkan.
ind_Latn:56	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	56	Sebagian besar waktunya lebih banyak dihabiskan di rumah dan luar rumah.
ind_Latn:57	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	57	Zaman sekarang sudah banyak ibu yang bekerja.
ind_Latn:58	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	58	Adakah kesibukan ini akan berakhir setelah kita habis belajar?
ind_Latn:59	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	59	Seluruh national stakeholders harus merapatkan barisan, termasuk fraksi-fraksi di parlemen untuk dapat menerima Perppu ini menjadi undang-undang.
ind_Latn:60	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	60	Tanpa tahu caranya makan dan minum firman Tuhan, persekutuan sejati tak mungkin terjadi.
ind_Latn:61	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	61	Membeli rumah memang sebaiknya dilakukan sejak usia produktif.
ind_Latn:62	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	62	Prosedur berikut ini digunakan untuk merawat gumpalan darah:
ind_Latn:63	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	63	-Jadi kemampuan cenayangku nol dan aku tak beruntung
ind_Latn:64	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	64	Tetapi hingga perkara ini dilaporkan mobil tersebut tidak juga dikembalikan.
ind_Latn:65	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	65	Lama di posisi yang salah, mis.
ind_Latn:66	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	66	Maka yang demikian itulah penyembahan mereka terhadap para pendeta dan rahib mereka.”
ind_Latn:67	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	67	Kata siapa kita hanya bisa menggunakan satu WhatsApp saja, ternyata kita bisa memiliki dua akun sendiri di handphone satu.
ind_Latn:68	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	68	Kurmanji adalah bahasa yang digunakan secara lisan di hampir semua tradisi agama dari Yazidi.
ind_Latn:69	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	69	“Dan menunggu shalat setelah shalat, itulah ribath.”
ind_Latn:70	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	70	PBB Dukung Proposal “Satu Sabuk Satu Jalan”
ind_Latn:71	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	71	Tapi, siapa bilang investasi berlian itu mahal?
ind_Latn:72	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	72	Namun mengacu instruksi DPP, prioritas utama adalah menjalin koalisi dengan parpol pendukung KIH dan nanti akan dikombinasikan dengan kearifan lokal yang ada di daerah
ind_Latn:73	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	73	dua tempat duduk dan dua mesin.
ind_Latn:74	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	74	Dalam teori normatif HI, terdapat dua pandangan, yakni komunitarianisme dan universalisme (kosmopolitanisme).
ind_Latn:75	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	75	Siapkan bahan – bahan untuk pembuatan menu makanan Indonesia ini.
ind_Latn:76	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	76	Madina Dimohon Perbaiki Lampu Jalan Umum
ind_Latn:77	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	77	Pertemuan rutin antara orang tua dan psikolog (setiap minggu)
ind_Latn:78	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	78	File on Raw Vegetable Oils (atau Pure) digunakan langsung sebagai Biofuel. Diposting di Autoplus August 6 2008.
ind_Latn:79	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	79	Padahal, di malam sebelumnya kami sempat lembur demi merampungkan materi presentasi.
ind_Latn:80	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	80	Pernikahan tersebut membuahkan dua orang anak, yaitu Kevin Aprilio dan Tristan Juliano.
ind_Latn:81	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	81	Dengan seluruh uang tabungannya, ia membeli sebuah stereo-system dan mulai melakukan pekerjaan sebagai DJ.
ind_Latn:82	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	82	5. Mengadopsi SIEMENS bermotor, ABB inverter, kontaktor Schneider, pengontrol suhu RKC, merek terkenal dari komponen listrik untuk memastikan waktu kerja yang panjang dan layanan purna jual global.
ind_Latn:83	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	83	Di Jerman pemerintah akan mengenakan sangsi kepada perusahaan media sosial jika tidak berhasil menghapus postingan yang berbahaya tersebut.
ind_Latn:84	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	84	Register Akuntan Alamat : : : dengan ini menyatakan dengan sesungguhnya, bahwa data-data yang kami lampirkan dalam surat permohonan izin usaha Kantor Jasa Akuntansi adalah benar.
ind_Latn:85	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	85	Ternyata Kanker Bisa Dilawan, Pria Ini Telah Membuktikannya
ind_Latn:86	ind_Latn	Indonesian	head	Latn	Austronesian	Austronesian	Southeast Asia	86	Hingga saat pertama dia dikenal, banyak orang yang bilang bahwa tak perlu macam-macam alat musik mengiringi, Diiringi gitar saja sudah sempurna.
