id	selected_rank	oracle_rank	top1_chrfpp	selected_chrfpp	oracle_chrfpp	selected_delta_vs_top1	oracle_gain_vs_top1	gap_selected_to_oracle	selected_relation_vs_top1	selected_matches_oracle_rank	oracle_not_rank1	selected_source_overlap	top1_source_overlap	oracle_source_overlap	selected_len_ratio	top1_len_ratio	oracle_len_ratio	decision_label_for_10b	source	selected_matched_source	selected_candidate	top1_candidate	oracle_candidate	reference
b.JOH.6.50	1	1	30.572242	30.572242	30.572242	0.000000	0.000000	0.000000	tie	true	false	0.187500	0.187500	0.187500	1.086420	1.086420	1.086420	KEEP_TOP1	This is the bread which cometh down from heaven, that a man may eat thereof, and not die.	And he doeth great wonders, so that he maketh fire come down from heaven on the earth in the sight of men,	ⲞⲨⲞϨ ⲈϤⲈⲒⲢⲒ ⲚϨⲀⲚⲘⲎⲒⲚⲒ ϨⲒⲚⲀ ⲚⲦⲈϤⲐⲢⲈ ⲞⲨⲬⲢⲰⲘ ⲒⲈⲠⲈⲤⲎⲦ ⲈⲂⲞⲖ ϦⲈⲚⲦⲪⲈ ϨⲒϪⲈⲚ ⲠⲔⲀϨⲒ ⲘⲠⲈⲘⲐⲞ ⲚⲚⲒⲢⲰⲘⲒ	ⲞⲨⲞϨ ⲈϤⲈⲒⲢⲒ ⲚϨⲀⲚⲘⲎⲒⲚⲒ ϨⲒⲚⲀ ⲚⲦⲈϤⲐⲢⲈ ⲞⲨⲬⲢⲰⲘ ⲒⲈⲠⲈⲤⲎⲦ ⲈⲂⲞⲖ ϦⲈⲚⲦⲪⲈ ϨⲒϪⲈⲚ ⲠⲔⲀϨⲒ ⲘⲠⲈⲘⲐⲞ ⲚⲚⲒⲢⲰⲘⲒ	ⲞⲨⲞϨ ⲈϤⲈⲒⲢⲒ ⲚϨⲀⲚⲘⲎⲒⲚⲒ ϨⲒⲚⲀ ⲚⲦⲈϤⲐⲢⲈ ⲞⲨⲬⲢⲰⲘ ⲒⲈⲠⲈⲤⲎⲦ ⲈⲂⲞⲖ ϦⲈⲚⲦⲪⲈ ϨⲒϪⲈⲚ ⲠⲔⲀϨⲒ ⲘⲠⲈⲘⲐⲞ ⲚⲚⲒⲢⲰⲘⲒ	ⲪⲀⲒ ⲆⲈ ⲠⲈ ⲠⲒⲰⲒⲔ ⲈⲐⲚⲎⲞⲨ ⲈⲠⲈⲤⲎⲦ ⲈⲂⲞⲖ ϦⲈⲚⲦⲪⲈ ϨⲒⲚⲀ ⲪⲎ ⲈⲐⲚⲀⲞⲨⲰⲘ ⲈⲂⲞⲖ ⲘⲘⲞϤ ⲚⲦⲈϤϢⲦⲈⲘⲘⲞⲨ.
b.JOH.6.51	4	7	10.179640	18.678728	23.807033	8.499088	13.627393	5.128305	better	false	true	0.236842	0.184211	0.250000	0.920245	0.404908	0.754601	SWAP_TO_RANK_7	I am the living bread which came down from heaven: if any man eat of this bread, he shall live for ever: and the bread that I will give is my flesh, which I will give for the life of the world.	For all that is in the world, the lust of the flesh, and the lust of the eyes, and the pride of life, is not of the Father, but is of the world.	ϪⲈ ⲈⲚⲬⲀⲒ ⲚⲒⲂⲈⲚ ⲈⲦϦⲈⲚ ⲠⲒⲔⲞⲤⲘⲞⲤ ϮⲈⲠⲒⲐⲨⲘⲒⲀ ⲚⲦⲈϮⲤⲀⲢⲜ ⲚⲈⲘ ϮⲈⲠⲒⲐⲨⲘⲒⲀ ⲚⲦⲈⲚⲒⲂⲀⲖ ⲚⲈⲘ ϮⲘⲈⲦⲢⲈϤϨⲒⲠϨⲞ ⲚⲦⲈⲠⲀⲒⲂⲒⲞⲤ ⲚⲀⲒ ϨⲀⲚⲈⲂⲞⲖ ⲘⲪⲒⲰⲦ ⲀⲚ ⲚⲈⲀⲖⲖⲀ ϨⲀⲚⲈⲂⲞⲖ ϦⲈⲚⲠⲒⲔⲞⲤⲘⲞⲤ ⲚⲈ	ⲪⲚⲞⲨϮ ⲪⲀ ⲚⲎ ⲈⲐⲘⲰⲞⲨⲦ ⲀⲚ ⲠⲈ ⲀⲖⲖⲀ ⲪⲀ ⲚⲎ ⲈⲦⲞⲚϦ ⲠⲈ ⲤⲈⲞⲚϦ ⲄⲀⲢ ⲚⲀϤ ⲦⲎⲢⲞⲨ.	ⲞⲨⲞϨ ⲠⲈϪⲀϤ ⲚⲎⲒ ϪⲈ ⲀⲚⲞⲔ ⲠⲈ ⲠⲒⲀⲖⲀⲪⲀ ⲚⲈⲘ ⲠⲒⲰ ϮⲀⲢⲬⲎ ⲚⲈⲘ ⲠⲒϪⲰⲔ ⲈⲂⲞⲖ ⲀⲚⲞⲔ ⲠⲈ ⲪⲎ ⲈⲐⲚⲀϮ ⲘⲪⲎ ⲈⲦⲞⲂⲒ ⲈⲂⲞⲖ ϦⲈⲚϮⲘⲞⲨⲘⲒ ⲘⲘⲰⲞⲨ ⲚⲰⲚϦ ⲚϪⲒⲚϪⲎ.	ⲀⲚⲞⲔ ⲠⲈ ⲠⲒⲰⲒⲔ ⲈⲦⲞⲚϦ ⲪⲎ ⲈⲦⲀϤⲒ ⲈⲠⲈⲤⲎⲦ ⲈⲂⲞⲖ ϦⲈⲚⲦⲪⲈ ⲪⲎ ⲈⲐⲚⲀⲞⲨⲰⲘ ⲈⲂⲞⲖ ϦⲈⲚⲠⲀⲒⲰⲒⲔ ⲈϤⲈⲰⲚϦ ϢⲀ ⲈⲚⲈϨ ⲞⲨⲞϨ ⲠⲒⲰⲒⲔ ⲀⲚⲞⲔ ⲈϮⲚⲀⲦⲎⲒϤ ⲦⲀⲤⲀⲢⲜ ⲦⲈ ⲐⲎ ⲈϮⲚⲀⲦⲎⲒⲤ ⲈϨⲢⲎⲒ ⲈϪⲈⲚ ⲠⲰⲚϦ ⲘⲠⲒⲔⲞⲤⲘⲞⲤ.
b.JOH.6.52	6	6	15.788109	30.132709	30.132709	14.344600	14.344600	0.000000	better	true	true	0.176471	0.076923	0.176471	1.446809	1.787234	1.446809	SWAP_TO_RANK_6	The Jews therefore strove among themselves, saying, How can this man give us his flesh to eat?	But when the husbandmen saw him, they reasoned among themselves, saying, This is the heir: come, let us kill him, that the inheritance may be ours.	ⲈⲦⲀⲨⲚⲀⲨ ⲆⲈ ⲈⲢⲞϤ ⲚϪⲈⲚⲒⲞⲨⲒⲎ ⲚⲀⲨⲤⲞϬⲚⲒ ⲠⲈ ⲚⲈⲘ ⲚⲞⲨⲈⲢⲎⲞⲨ ⲈⲨϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲪⲀⲒ ⲠⲈ ⲠⲒⲔⲖⲎⲢⲞⲚⲞⲘⲞⲤ ⲀⲘⲰⲒⲚⲒ ⲘⲀⲢⲈⲚϦⲞⲐⲂⲈϤ ϨⲒⲚⲀ ⲚⲦⲈⲤϢⲰⲠⲒ ⲚⲀⲚ ⲚϪⲈϮⲔⲖⲎⲢⲞⲚⲞⲘⲒⲀ.	ⲚⲦⲈⲚⲈⲢⲦⲞⲖⲘⲀⲚ ⲄⲀⲢ ⲀⲚ ⲈⲦⲈⲚⲐⲰⲚⲈⲚ ⲒⲈ ⲈϢⲒⲦⲈⲚ ⲈϨⲀⲚⲞⲨⲞⲚ ⲚⲎ ⲈⲦⲦⲀϨⲞ ⲘⲘⲰⲞⲨ ⲈⲢⲀⲦⲞⲨ ⲘⲘⲀⲨⲀⲦⲞⲨ ⲀⲖⲖⲀ ⲚⲐⲰⲞⲨ ⲚϦⲢⲎⲒ ⲚϦⲎⲦⲞⲨ ⲈⲨϢⲒ ⲘⲘⲰⲞⲨ ⲞⲨⲞϨ ⲈⲨⲐⲞⲚⲦⲈⲚ ⲘⲘⲰⲞⲨ ⲈⲢⲰⲞⲨ ⲘⲘⲒⲚ ⲘⲘⲰⲞⲨ ⲞⲨⲞϨ ⲚⲤⲈⲔⲀϮ ⲀⲚ.	ⲈⲦⲀⲨⲚⲀⲨ ⲆⲈ ⲈⲢⲞϤ ⲚϪⲈⲚⲒⲞⲨⲒⲎ ⲚⲀⲨⲤⲞϬⲚⲒ ⲠⲈ ⲚⲈⲘ ⲚⲞⲨⲈⲢⲎⲞⲨ ⲈⲨϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲪⲀⲒ ⲠⲈ ⲠⲒⲔⲖⲎⲢⲞⲚⲞⲘⲞⲤ ⲀⲘⲰⲒⲚⲒ ⲘⲀⲢⲈⲚϦⲞⲐⲂⲈϤ ϨⲒⲚⲀ ⲚⲦⲈⲤϢⲰⲠⲒ ⲚⲀⲚ ⲚϪⲈϮⲔⲖⲎⲢⲞⲚⲞⲘⲒⲀ.	ⲚⲀⲨϮ ⲞⲨⲚ ⲠⲈ ⲞⲨⲂⲈ ⲚⲞⲨⲈⲢⲎⲞⲨ ⲚϪⲈⲚⲒⲒⲞⲨⲆⲀⲒ ⲈⲨϪⲰ ⲘⲘⲞⲤ ⲠⲰⲤ ⲞⲨⲞⲚ ϢϪⲞⲘ ⲚⲦⲈⲪⲀⲒ ϮⲚⲦⲈϤⲤⲀⲢⲜ ⲚⲀⲚ ⲈⲐⲢⲈⲚⲞⲨⲞⲘⲤ.
b.JOH.6.53	6	6	36.653314	40.789653	40.789653	4.136339	4.136339	0.000000	better	true	true	0.404762	0.297297	0.404762	1.482270	0.858156	1.482270	AMBIGUOUS	Then Jesus said unto them, Verily, verily, I say unto you, Except ye eat the flesh of the Son of man, and drink his blood, ye have no life in you.	And Jesus said unto them, Verily I say unto you, That ye which have followed me, in the regeneration when the Son of man shall sit in the throne of his glory, ye also shall sit upon twelve thrones, judging the twelve tribes of Israel.	ⲒⲎⲤⲞⲨⲤ ⲆⲈ ⲠⲈϪⲀϤ ⲚⲰⲞⲨ ϪⲈ ⲀⲘⲎⲚ ϮϪⲰ ⲘⲘⲞⲤ ⲚⲰⲦⲈⲚ ϪⲈ ⲚⲐⲰⲦⲈⲚ ϦⲀ ⲚⲎ ⲈⲦⲀⲨⲘⲞϢⲒ ⲚⲤⲰⲒ ϦⲈⲚⲠⲒⲞⲨⲀϨⲈⲘ ⲤⲰⲚⲦ ⲈϢⲰⲠ ⲀⲢⲈϢⲀⲚ ⲠϢⲎⲢⲒ ⲘⲪⲢⲰⲘⲒ ϨⲈⲘⲤⲒ ϨⲒ ⲠⲐⲢⲞⲚⲞⲤ ⲚⲦⲈⲠⲈϤⲰⲞⲨ ⲈⲨⲈⲦϨⲈⲘⲤⲈ ⲐⲎⲚⲞⲨ ϨⲰⲦⲈⲚ ϨⲒ ⲒⲂ ⲚⲐⲢⲞⲚⲞⲤ ⲈⲢⲈⲦⲈⲚϮϨⲀⲠ ⲈϮⲒⲂ ⲚⲪⲨⲖⲎ ⲚⲦⲈⲠⲒⲤⲖ.	ⲞⲨⲞϨ ⲠⲈϪⲀϤ ϪⲈ ⲀⲘⲎⲚ ϮϪⲰ ⲘⲘⲞⲤ ⲚⲰⲦⲈⲚ ϪⲈ ⲈϢⲰⲠ ⲀⲢⲈⲦⲈⲚϢⲦⲈⲘⲔⲈⲦ ⲐⲎⲚⲞⲨ ⲚⲦⲈⲦⲈⲚⲈⲢ ⲘⲪⲢⲎϮ ⲘⲠⲀⲒⲀⲖⲞⲨ ⲚⲚⲈⲦⲈⲚⲒ ⲈϦⲞⲨⲚ ⲈϮⲘⲈⲦⲞⲨⲢⲞ ⲚⲦⲈⲚⲒⲪⲎⲞⲨⲒ.	ⲒⲎⲤⲞⲨⲤ ⲆⲈ ⲠⲈϪⲀϤ ⲚⲰⲞⲨ ϪⲈ ⲀⲘⲎⲚ ϮϪⲰ ⲘⲘⲞⲤ ⲚⲰⲦⲈⲚ ϪⲈ ⲚⲐⲰⲦⲈⲚ ϦⲀ ⲚⲎ ⲈⲦⲀⲨⲘⲞϢⲒ ⲚⲤⲰⲒ ϦⲈⲚⲠⲒⲞⲨⲀϨⲈⲘ ⲤⲰⲚⲦ ⲈϢⲰⲠ ⲀⲢⲈϢⲀⲚ ⲠϢⲎⲢⲒ ⲘⲪⲢⲰⲘⲒ ϨⲈⲘⲤⲒ ϨⲒ ⲠⲐⲢⲞⲚⲞⲤ ⲚⲦⲈⲠⲈϤⲰⲞⲨ ⲈⲨⲈⲦϨⲈⲘⲤⲈ ⲐⲎⲚⲞⲨ ϨⲰⲦⲈⲚ ϨⲒ ⲒⲂ ⲚⲐⲢⲞⲚⲞⲤ ⲈⲢⲈⲦⲈⲚϮϨⲀⲠ ⲈϮⲒⲂ ⲚⲪⲨⲖⲎ ⲚⲦⲈⲠⲒⲤⲖ.	ⲠⲈϪⲈ ⲒⲎⲤⲞⲨⲤ ⲚⲰⲞⲨ ϪⲈ ⲀⲘⲎⲚ ⲀⲘⲎⲚ ϮϪⲰ ⲘⲘⲞⲤ ⲚⲰⲦⲈⲚ ϪⲈ ⲀⲢⲈⲦⲈⲚϢⲦⲈⲘⲞⲨⲰⲘ ⲚⲦⲤⲀⲢⲜ ⲘⲠϢⲎⲢⲒ ⲘⲪⲢⲰⲘⲒ ⲞⲨⲞϨ ⲚⲦⲈⲦⲈⲚⲤⲰ ⲘⲠⲈϤⲤⲚⲞϤ ⲘⲘⲞⲚⲦⲈⲦⲈⲚ ⲰⲚϦ ⲘⲘⲀⲨ ⲚϦⲢⲎⲒ ϦⲈⲚⲐⲎⲚⲞⲨ.
b.JOH.6.54	2	6	23.132386	20.789609	24.101562	-2.342777	0.969176	3.311953	worse	false	true	0.156250	0.129032	0.166667	1.000000	0.762376	0.792079	AMBIGUOUS	Whoso eateth my flesh, and drinketh my blood, hath eternal life; and I will raise him up at the last day.	Whosoever hateth his brother is a murderer: and ye know that no murderer hath eternal life abiding in him.	ⲞⲨⲞⲚ ⲚⲒⲂⲈⲚ ⲈⲐⲘⲞⲤϮ ⲘⲠⲈϤⲤⲞⲚ ⲞⲨϦⲀⲦⲈⲂ ⲢⲰⲘⲒ ⲠⲈ ⲞⲨⲞϨ ⲦⲈⲚⲤⲰⲞⲨⲚ ϪⲈ ϦⲀⲦⲈⲂ ⲢⲰⲘⲒ ⲚⲒⲂⲈⲚ ⲘⲘⲞⲚ ⲰⲚϦ ⲚⲈⲚⲈϨ ϢⲞⲠ ⲚϦⲎⲦⲞⲨ	ⲪⲎ ⲄⲀⲢ ⲈⲐⲞⲨⲰⲘ ⲞⲨⲞϨ ⲈⲦⲤⲰ ⲀϤⲞⲨⲰⲘ ⲞⲨⲞϨ ⲀϤⲤⲰ ⲈⲨϨⲀⲠ ⲚⲀϤ ⲚⲢⲈϤⲈⲢⲆⲒⲀⲔⲢⲒⲚⲒⲚ ⲘⲠⲒⲤⲰⲘⲀ ⲀⲚ	ⲞⲨⲞϨ ⲐⲀⲒ ⲦⲈ ϮⲘⲈⲦⲘⲈⲐⲢⲈ ϪⲈ ⲀϤϮ ⲚⲀⲚ ⲚⲞⲨⲰⲚϦ ⲚⲈⲚⲈϨ ⲚϪⲈⲪⲚⲞⲨϮ ⲞⲨⲞϨ ⲠⲀⲒⲰⲚϦ ⲀϤϦⲈⲚ ⲠⲈϤϢⲎⲢⲒ	ⲪⲎ ⲈⲐⲞⲨⲰⲘ ⲚⲦⲀⲤⲀⲢⲜ ⲞⲨⲞϨ ⲈⲦⲤⲰ ⲘⲠⲀⲤⲚⲞϤ ⲞⲨⲞⲚ ⲚⲦⲀϤ ⲘⲘⲀⲨ ⲚⲞⲨⲰⲚϦ ⲚⲈⲚⲈϨ ⲞⲨⲞϨ ⲀⲚⲞⲔ ϮⲚⲀⲦⲞⲨⲚⲞⲤϤ ϦⲈⲚⲠⲒⲈϨⲞⲞⲨ ⲚϦⲀⲈ.
b.JOH.6.55	1	8	16.071811	16.071811	20.273195	0.000000	4.201384	4.201384	tie	false	true	0.181818	0.181818	0.210526	1.654545	1.654545	1.636364	AMBIGUOUS	For my flesh is meat indeed, and my blood is drink indeed.	Watch and pray, that ye enter not into temptation: the spirit indeed is willing, but the flesh is weak.	ⲢⲰⲒⲤ ⲞⲨⲚ ⲞⲨⲞϨ ⲦⲰⲂϨ ϨⲒⲚⲀ ⲚⲦⲈⲦⲈⲚϢⲦⲈⲘⲒ ⲈϦⲞⲨⲚ ⲈⲠⲒⲢⲀⲤⲘⲞⲤ ⲠⲒⲠⲚⲈⲨⲘⲀⲘⲈⲚ ⲈϤⲢⲰⲞⲨⲦ ϮⲤⲀⲢⲜ ⲞⲨⲀⲤⲐⲈⲚⲎⲤ ⲦⲈ.	ⲢⲰⲒⲤ ⲞⲨⲚ ⲞⲨⲞϨ ⲦⲰⲂϨ ϨⲒⲚⲀ ⲚⲦⲈⲦⲈⲚϢⲦⲈⲘⲒ ⲈϦⲞⲨⲚ ⲈⲠⲒⲢⲀⲤⲘⲞⲤ ⲠⲒⲠⲚⲈⲨⲘⲀⲘⲈⲚ ⲈϤⲢⲰⲞⲨⲦ ϮⲤⲀⲢⲜ ⲞⲨⲀⲤⲐⲈⲚⲎⲤ ⲦⲈ.	ⲪⲀⲒ ⲄⲀⲢ ⲠⲈ ⲠⲀⲤⲚⲞϤ ⲚⲦⲈϮⲆⲒⲀⲐⲎ ⲔⲎ ⲘⲂⲈⲢⲒ ⲈⲦⲞⲨⲚⲀⲪⲞⲚϤ ⲈⲂⲞⲖ ⲈϪⲈⲚ ⲞⲨⲘⲎ ϢⲈⲠϪⲒⲚⲬⲀ ⲚⲞⲨⲚⲞⲂⲒ ⲚⲰⲞⲨ ⲈⲂⲞⲖ.	ⲦⲀⲤⲀⲜ ⲄⲀⲢ ⲞⲨϦⲢⲈ ⲚⲦⲀⲪⲘⲎⲒ ⲠⲈ ⲞⲨⲞϨ ⲠⲀⲤⲚⲞϤ ⲞⲨⲤⲰ ⲚⲦⲀⲪⲘⲎⲒ ⲠⲈ.
b.JOH.6.56	1	1	25.919738	25.919738	25.919738	0.000000	0.000000	0.000000	tie	true	false	0.208333	0.208333	0.208333	0.939024	0.939024	0.939024	KEEP_TOP1	He that eateth my flesh, and drinketh my blood, dwelleth in me, and I in him.	For he that eateth and drinketh unworthily, eateth and drinketh damnation to himself, not discerning the Lord's body.	ⲪⲎ ⲄⲀⲢ ⲈⲐⲞⲨⲰⲘ ⲞⲨⲞϨ ⲈⲦⲤⲰ ⲀϤⲞⲨⲰⲘ ⲞⲨⲞϨ ⲀϤⲤⲰ ⲈⲨϨⲀⲠ ⲚⲀϤ ⲚⲢⲈϤⲈⲢⲆⲒⲀⲔⲢⲒⲚⲒⲚ ⲘⲠⲒⲤⲰⲘⲀ ⲀⲚ	ⲪⲎ ⲄⲀⲢ ⲈⲐⲞⲨⲰⲘ ⲞⲨⲞϨ ⲈⲦⲤⲰ ⲀϤⲞⲨⲰⲘ ⲞⲨⲞϨ ⲀϤⲤⲰ ⲈⲨϨⲀⲠ ⲚⲀϤ ⲚⲢⲈϤⲈⲢⲆⲒⲀⲔⲢⲒⲚⲒⲚ ⲘⲠⲒⲤⲰⲘⲀ ⲀⲚ	ⲪⲎ ⲄⲀⲢ ⲈⲐⲞⲨⲰⲘ ⲞⲨⲞϨ ⲈⲦⲤⲰ ⲀϤⲞⲨⲰⲘ ⲞⲨⲞϨ ⲀϤⲤⲰ ⲈⲨϨⲀⲠ ⲚⲀϤ ⲚⲢⲈϤⲈⲢⲆⲒⲀⲔⲢⲒⲚⲒⲚ ⲘⲠⲒⲤⲰⲘⲀ ⲀⲚ	ⲪⲎ ⲈⲐⲞⲨⲰⲘ ⲚⲦⲀⲤⲀⲢⲜ ⲞⲨⲞϨ ⲈⲦⲤⲰ ⲘⲠⲀⲤⲚⲞϤ ϤⲚⲀϢⲰⲠⲒ ⲚϦⲢⲎⲒ ⲚϦⲎⲦ ⲞⲨⲞϨ ⲀⲚⲞⲔ ϨⲰ ϮⲚⲀϢⲰⲠⲒ ⲚϦⲎⲦϤ.
b.JOH.6.57	1	6	19.572805	19.572805	22.766713	0.000000	3.193908	3.193908	tie	false	true	0.150000	0.150000	0.142857	1.450000	1.450000	1.500000	AMBIGUOUS	As the living Father hath sent me, and I live by the Father: so he that eateth me, even he shall live by me.	I am crucified with Christ: nevertheless I live; yet not I, but Christ liveth in me: and the life which I now live in the flesh I live by the faith of the Son of God, who loved me, and gave himself for me.	ϮⲞⲚϦ ⲀⲚⲞⲔ ⲀⲚ ϪⲈ ϤⲞⲚϦ ⲆⲈ ⲚϦⲎⲦ ⲚϪⲈⲠⲬⲢⲒⲤⲦⲞⲤ ⲪⲎ ⲆⲈ ⲈϮⲞⲚϦ ⲚϦⲎⲦϤ ϮⲚⲞⲨ ϦⲈⲚⲦⲤⲀⲢⲜ ⲀⲒⲰⲚϦ ϦⲈⲚⲠⲒⲚⲀϨϮ ⲚⲦⲈⲠϢⲎ ⲢⲒ ⲘⲪⲚⲞⲨϮ ⲪⲀⲒ ⲈⲦⲀϤⲘⲈⲚⲢⲒⲦ ⲞⲨⲞϨ ⲀϤⲦⲎ ⲒϤ ⲈϨⲢⲎⲒ ⲈϪⲰⲒ.	ϮⲞⲚϦ ⲀⲚⲞⲔ ⲀⲚ ϪⲈ ϤⲞⲚϦ ⲆⲈ ⲚϦⲎⲦ ⲚϪⲈⲠⲬⲢⲒⲤⲦⲞⲤ ⲪⲎ ⲆⲈ ⲈϮⲞⲚϦ ⲚϦⲎⲦϤ ϮⲚⲞⲨ ϦⲈⲚⲦⲤⲀⲢⲜ ⲀⲒⲰⲚϦ ϦⲈⲚⲠⲒⲚⲀϨϮ ⲚⲦⲈⲠϢⲎ ⲢⲒ ⲘⲪⲚⲞⲨϮ ⲪⲀⲒ ⲈⲦⲀϤⲘⲈⲚⲢⲒⲦ ⲞⲨⲞϨ ⲀϤⲦⲎ ⲒϤ ⲈϨⲢⲎⲒ ⲈϪⲰⲒ.	ϨⲰⲂ ⲚⲒⲂⲈⲚ ⲀⲨⲦⲎⲒⲦⲞⲨ ⲚⲎⲒ ⲚⲦⲈⲚ ⲠⲀⲒⲰⲦ ⲞⲨⲞϨ ⲘⲘⲞⲚ ϨⲖⲒ ⲤⲰⲞⲨⲚ ϪⲈ ⲚⲒⲘ ⲠⲈ ⲠϢⲎⲢⲒ ⲈⲂⲎⲖ ⲈⲪⲒⲰⲦ ⲞⲨⲞϨ ϪⲈ ⲚⲒⲘ ⲠⲈ ⲪⲒⲰⲦ ⲈⲂⲎⲖ ⲈⲠϢⲎⲢⲒ ⲚⲈⲘ ⲪⲎ ⲈⲦⲈ ⲠϢⲎⲢⲒ ⲞⲨⲰϢ ⲈϬⲰⲢⲠ ⲚⲀϤ ⲈⲂⲞⲖ.	ⲘⲪⲢⲎϮ ⲈⲦⲀϤⲦⲀⲞⲨⲞⲒ ⲚϪⲈⲠⲀⲒⲰⲦ ⲪⲎ ⲈⲦⲞⲚϦ ⲞⲨⲞϨ ⲀⲚⲞⲔ ϨⲰ ϮⲰⲚϦ ⲈⲐⲂⲈ ⲪⲒⲰⲦ ⲞⲨⲞϨ ⲪⲎ ⲈⲐⲞⲨⲰⲘ ⲘⲘⲞⲒ ⲈϤⲈⲰⲚϦ ϨⲰϤ ⲈⲐⲂⲎⲦ.
b.JOH.6.58	1	3	17.783974	17.783974	25.291816	0.000000	7.507842	7.507842	tie	false	true	0.181818	0.181818	0.179487	0.917431	0.917431	0.807339	SWAP_TO_RANK_3	This is that bread which came down from heaven: not as your fathers did eat manna, and are dead: he that eateth of this bread shall live for ever.	Let not him that eateth despise him that eateth not; and let not him which eateth not judge him that eateth: for God hath received him.	ⲪⲎ ⲈⲐⲞⲨⲰⲘ ⲘⲠⲈⲚⲐⲢⲈϤϢⲈϢϤ ⲪⲎ ⲈⲦⲈⲚϤⲞⲨⲰⲘ ⲀⲚ ⲪⲎ ⲈⲦⲈⲚϤⲞⲨⲰⲘ ⲀⲚ ⲘⲠⲈⲚⲐⲢⲈϤϮ ϨⲀⲠ ⲈⲠⲈⲐⲞⲨⲰⲘ ⲪⲚⲞⲨϮ ⲄⲀⲢ ⲀϤϢⲞⲠϤ ⲈⲢⲞϤ.	ⲪⲎ ⲈⲐⲞⲨⲰⲘ ⲘⲠⲈⲚⲐⲢⲈϤϢⲈϢϤ ⲪⲎ ⲈⲦⲈⲚϤⲞⲨⲰⲘ ⲀⲚ ⲪⲎ ⲈⲦⲈⲚϤⲞⲨⲰⲘ ⲀⲚ ⲘⲠⲈⲚⲐⲢⲈϤϮ ϨⲀⲠ ⲈⲠⲈⲐⲞⲨⲰⲘ ⲪⲚⲞⲨϮ ⲄⲀⲢ ⲀϤϢⲞⲠϤ ⲈⲢⲞϤ.	ⲞⲨⲞϨ ⲈϤⲈⲒⲢⲒ ⲚϨⲀⲚⲘⲎⲒⲚⲒ ϨⲒⲚⲀ ⲚⲦⲈϤⲐⲢⲈ ⲞⲨⲬⲢⲰⲘ ⲒⲈⲠⲈⲤⲎⲦ ⲈⲂⲞⲖ ϦⲈⲚⲦⲪⲈ ϨⲒϪⲈⲚ ⲠⲔⲀϨⲒ ⲘⲠⲈⲘⲐⲞ ⲚⲚⲒⲢⲰⲘⲒ	ⲪⲀⲒ ⲠⲈ ⲠⲒⲰⲒⲔ ⲈⲦⲀϤⲒ ⲈⲠⲈⲤⲎⲦ ⲈⲂⲞⲖ ϦⲈⲚⲦⲪⲈ ⲘⲪⲢⲎϮ ⲀⲚ ⲚⲚⲒⲒⲞϮ ⲈⲦⲀⲨⲞⲨⲰⲘ ⲞⲨⲞϨ ⲀⲨⲘⲞⲨ ⲪⲎ ⲈⲐⲚⲀⲞⲨⲰⲘ ⲘⲠⲀⲒⲰⲒⲔ ⲈϤⲈⲰⲚϦ ϢⲀ ⲈⲚⲈϨ.
b.JOH.6.59	1	1	30.533569	30.533569	30.533569	0.000000	0.000000	0.000000	tie	true	false	0.176471	0.176471	0.176471	1.208333	1.208333	1.208333	KEEP_TOP1	These things said he in the synagogue, as he taught in Capernaum.	And he taught in their synagogues, being glorified of all.	ⲞⲨⲞϨ ⲚⲐⲞϤ ⲚⲀϤϮⲤⲂⲰ ϦⲈⲚⲚⲞⲨⲤⲨⲚⲀⲄⲰⲄⲎ ⲈⲨϮⲰⲞⲨ ⲚⲀϤ ⲚϪⲈⲞⲨⲞⲚ ⲚⲒⲂⲈⲚ.	ⲞⲨⲞϨ ⲚⲐⲞϤ ⲚⲀϤϮⲤⲂⲰ ϦⲈⲚⲚⲞⲨⲤⲨⲚⲀⲄⲰⲄⲎ ⲈⲨϮⲰⲞⲨ ⲚⲀϤ ⲚϪⲈⲞⲨⲞⲚ ⲚⲒⲂⲈⲚ.	ⲞⲨⲞϨ ⲚⲐⲞϤ ⲚⲀϤϮⲤⲂⲰ ϦⲈⲚⲚⲞⲨⲤⲨⲚⲀⲄⲰⲄⲎ ⲈⲨϮⲰⲞⲨ ⲚⲀϤ ⲚϪⲈⲞⲨⲞⲚ ⲚⲒⲂⲈⲚ.	ⲚⲀⲒ ⲀϤϪⲞⲦⲞⲨ ⲈϤϮⲤⲂⲰ ϦⲈⲚⲦⲞⲨⲤⲨⲚⲀⲄⲰⲄⲎ ϦⲈⲚⲔⲀⲪⲀⲢⲚⲀⲞⲨⲘ.
