pair_id	source	pair_type	language_script_a	language_script_b	group	item_index	text_a	text_b	note
tatoeba:ile_Latn:39:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	39	Ella melcat li vacca.	She milked the cow.	same_meaning_aligned_with_english
tatoeba:ile_Latn:40:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	40	Yo ne dit que it esse facil.	I didn't say it was easy.	same_meaning_aligned_with_english
tatoeba:ile_Latn:41:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	41	To ne es un cat. It es un cane.	That's not a cat. It's a dog.	same_meaning_aligned_with_english
tatoeba:ile_Latn:42:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	42	Il ne es plu interessat in me.	He's no longer interested in me.	same_meaning_aligned_with_english
tatoeba:ile_Latn:43:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	43	Ella ne have li billete.	She doesn't have the ticket.	same_meaning_aligned_with_english
tatoeba:ile_Latn:44:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	44	Tom labora.	Tom is working.	same_meaning_aligned_with_english
tatoeba:ile_Latn:45:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	45	Donald Trump va esser li sequent presidente del Unit States de America.	Donald Trump will be the next president of the United States of America.	same_meaning_aligned_with_english
tatoeba:ile_Latn:46:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	46	Tom studia in Harvard.	Tom is studying at Harvard.	same_meaning_aligned_with_english
tatoeba:ile_Latn:47:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	47	Li buxe esset tro pesant.	The box was too heavy.	same_meaning_aligned_with_english
tatoeba:ile_Latn:48:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	48	Yer pluviat.	It rained yesterday.	same_meaning_aligned_with_english
tatoeba:ile_Latn:49:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	49	Quo tu pensa pri ella?	What do you think about her?	same_meaning_aligned_with_english
tatoeba:ile_Latn:50:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	50	Tom es in grav dangere.	Tom is in grave danger.	same_meaning_aligned_with_english
tatoeba:ile_Latn:51:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	51	Yo besona un medico.	I need a doctor.	same_meaning_aligned_with_english
tatoeba:ile_Latn:52:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	52	Ti frase ne es italian.	This sentence is not in Italian.	same_meaning_aligned_with_english
tatoeba:ile_Latn:53:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	53	Noi have du filias.	We have two daughters.	same_meaning_aligned_with_english
tatoeba:ile_Latn:54:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	54	Yo ne posse, benque yo vole.	I cannot even though I want to.	same_meaning_aligned_with_english
tatoeba:ile_Latn:55:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	55	U es mi fratre?	Where is my brother?	same_meaning_aligned_with_english
tatoeba:ile_Latn:56:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	56	It ne hay aqua.	There is no water.	same_meaning_aligned_with_english
tatoeba:ile_Latn:57:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	57	Yo have du filias e du filios.	I have two daughters and two sons.	same_meaning_aligned_with_english
tatoeba:ile_Latn:58:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	58	Pro quo tu menti?	Why are you lying?	same_meaning_aligned_with_english
tatoeba:ile_Latn:59:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	59	Yo ama li sole.	I love the sun.	same_meaning_aligned_with_english
tatoeba:ile_Latn:60:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	60	Mi filia es ancor un infante.	My daughter is but a child.	same_meaning_aligned_with_english
tatoeba:ile_Latn:61:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	61	Marta ama te.	Marta loves you.	same_meaning_aligned_with_english
tatoeba:ile_Latn:62:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	62	Yo porta mi costume de balne sub mi vestimentes.	I'm wearing my swimsuit under my clothes.	same_meaning_aligned_with_english
tatoeba:ile_Latn:63:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	63	Il pensa que il es un heróe.	He believes that he is a hero.	same_meaning_aligned_with_english
tatoeba:ile_Latn:64:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	64	Yo va monstrar te li via.	I'll show you the way.	same_meaning_aligned_with_english
tatoeba:ile_Latn:65:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	65	Il ne dat it a me.	He didn't give it to me.	same_meaning_aligned_with_english
tatoeba:ile_Latn:66:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	66	Tu esset un grand auxilie.	You've been really helpful.	same_meaning_aligned_with_english
tatoeba:ile_Latn:67:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	67	Yo have un filia.	I have a daughter.	same_meaning_aligned_with_english
tatoeba:ile_Latn:68:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	68	Tom ne venit a hem.	Tom didn't come home.	same_meaning_aligned_with_english
tatoeba:ile_Latn:69:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	69	Es il es un de tui amicos?	Is he a friend of yours?	same_meaning_aligned_with_english
tatoeba:ile_Latn:70:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	70	Yo have un amico.	I have a friend.	same_meaning_aligned_with_english
tatoeba:ile_Latn:71:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	71	Ella cocina nu.	She's cooking now.	same_meaning_aligned_with_english
tatoeba:ile_Latn:72:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	72	Il cocina nu.	He's cooking now.	same_meaning_aligned_with_english
tatoeba:ile_Latn:73:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	73	Li mann es fort.	The man is strong.	same_meaning_aligned_with_english
tatoeba:ile_Latn:74:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	74	It hat niveat.	It had snowed.	same_meaning_aligned_with_english
tatoeba:ile_Latn:75:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	75	Il have un filio e du filias.	He has a son and two daughters.	same_meaning_aligned_with_english
tatoeba:ile_Latn:76:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	76	U es li cat?	Where is the cat?	same_meaning_aligned_with_english
tatoeba:ile_Latn:77:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	77	Yo ne vole far to.	I don't want to do that.	same_meaning_aligned_with_english
tatoeba:ile_Latn:78:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	78	To es un tre bon nova.	That's very good news.	same_meaning_aligned_with_english
tatoeba:ile_Latn:79:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	79	Li internet es un labirinte.	The Internet is a labyrinth.	same_meaning_aligned_with_english
tatoeba:ile_Latn:80:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	80	To es vermen un bon nova.	That is really good news.	same_meaning_aligned_with_english
tatoeba:ile_Latn:81:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	81	Il have du filias.	He has two daughters.	same_meaning_aligned_with_english
tatoeba:ile_Latn:82:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	82	Yo have un bon nova.	I have good news.	same_meaning_aligned_with_english
tatoeba:ile_Latn:83:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	83	Yo regardat Tom morir.	I watched Tom die.	same_meaning_aligned_with_english
tatoeba:ile_Latn:84:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	84	Li filia de un rey es un princessa.	A king's daughter is a princess.	same_meaning_aligned_with_english
tatoeba:ile_Latn:85:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	85	Yo esset in li scola.	I was in school.	same_meaning_aligned_with_english
tatoeba:ile_Latn:86:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	86	Nequí esset ta.	No one was there.	same_meaning_aligned_with_english
tatoeba:ile_Latn:87:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	87	Noi deve trovar li clave.	We've got to find the key.	same_meaning_aligned_with_english
tatoeba:ile_Latn:88:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	88	Qualmen tu standa die?	How are you today?	same_meaning_aligned_with_english
tatoeba:ile_Latn:89:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	89	Ili have du filias.	They have two daughters.	same_meaning_aligned_with_english
tatoeba:ile_Latn:90:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	90	To changea omnicos.	That changes everything.	same_meaning_aligned_with_english
tatoeba:ile_Latn:91:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	91	Roses odora bon.	Roses smell good.	same_meaning_aligned_with_english
tatoeba:ile_Latn:92:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	92	Yo fat projectes.	I made plans.	same_meaning_aligned_with_english
tatoeba:ile_Latn:93:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	93	Mi fratre have un conto che Twitter.	My brother has a Twitter account.	same_meaning_aligned_with_english
tatoeba:ile_Latn:94:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	94	Ella have un marito e du filias.	She has a husband and two daughters.	same_meaning_aligned_with_english
tatoeba:ile_Latn:95:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	95	Vaccas have ubres.	Cows have udders.	same_meaning_aligned_with_english
tatoeba:ile_Latn:96:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	96	Yo es timid.	I am shy.	same_meaning_aligned_with_english
tatoeba:ile_Latn:97:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	97	Tui nómine di it omnicos.	Your name says it all.	same_meaning_aligned_with_english
tatoeba:ile_Latn:98:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	98	Il have deci vaccas.	He has ten cows.	same_meaning_aligned_with_english
tatoeba:ile_Latn:99:aligned	tatoeba	aligned_tatoeba_src_eng	ile_Latn	eng_Latn	v5_target	99	Tom melca li vacca.	Tom is milking the cow.	same_meaning_aligned_with_english
tatoeba:ile_Latn:0:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	0	Tu es un bon medico.	It va evenir bentost.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:1:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	1	It va evenir bentost.	Qualmen se lee ti-ci ideogramme?	same_language_adjacent_different_sentence
tatoeba:ile_Latn:2:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	2	Qualmen se lee ti-ci ideogramme?	Quo significa PTA?	same_language_adjacent_different_sentence
tatoeba:ile_Latn:3:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	3	Quo significa PTA?	Yo ha perdit mi horloge.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:4:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	4	Yo ha perdit mi horloge.	To va bentost changear.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:5:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	5	To va bentost changear.	Li café es tre calid.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:6:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	6	Li café es tre calid.	Quo manca?	same_language_adjacent_different_sentence
tatoeba:ile_Latn:7:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	7	Quo manca?	Quant tu besona?	same_language_adjacent_different_sentence
tatoeba:ile_Latn:8:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	8	Quant tu besona?	Nequí venit!	same_language_adjacent_different_sentence
tatoeba:ile_Latn:9:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	9	Nequí venit!	Li gemelles assistet.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:10:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	10	Li gemelles assistet.	Quant esset ta?	same_language_adjacent_different_sentence
tatoeba:ile_Latn:11:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	11	Quant esset ta?	Mi matre es un fémina.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:12:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	12	Mi matre es un fémina.	Ti flor odora bon.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:13:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	13	Ti flor odora bon.	Li puella con li long puellas ta es Judith.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:14:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	14	Li puella con li long puellas ta es Judith.	Noi ne va haver un chance.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:15:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	15	Noi ne va haver un chance.	Noi ne es un pare.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:16:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	16	Noi ne es un pare.	Yo ne have un dom.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:17:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	17	Yo ne have un dom.	Yo svimmat in li mare.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:18:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	18	Yo svimmat in li mare.	Li can apare malad.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:19:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	19	Li can apare malad.	Li nase de Tom esset rubi.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:20:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	20	Li nase de Tom esset rubi.	Li vive imita li arte mult plu quam li arte imita li vive.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:21:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	21	Li vive imita li arte mult plu quam li arte imita li vive.	Yo have un dom.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:22:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	22	Yo have un dom.	Tom ne es ancor in hem.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:23:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	23	Tom ne es ancor in hem.	Un infante ne es un matur hom.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:24:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	24	Un infante ne es un matur hom.	Li rubi jup es nov.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:25:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	25	Li rubi jup es nov.	Li stradas ne es secur in li nocte.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:26:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	26	Li stradas ne es secur in li nocte.	Ella ne es plu mi amica.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:27:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	27	Ella ne es plu mi amica.	Qualmen es li tempe in Boston?	same_language_adjacent_different_sentence
tatoeba:ile_Latn:28:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	28	Qualmen es li tempe in Boston?	Lass li infantes venir!	same_language_adjacent_different_sentence
tatoeba:ile_Latn:29:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	29	Lass li infantes venir!	Tom ne comprende it.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:30:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	30	Tom ne comprende it.	Yo ancor ne parla bon francesi.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:31:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	31	Yo ancor ne parla bon francesi.	Vu nequande es satisfat.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:32:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	32	Vu nequande es satisfat.	Ili ruinat mi vive.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:33:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	33	Ili ruinat mi vive.	It es evident que ella ne ama su marito.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:34:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	34	It es evident que ella ne ama su marito.	Li conditiones esset desfacil.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:35:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	35	Li conditiones esset desfacil.	Il ama cates.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:36:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	36	Il ama cates.	Il furtet mi horloge.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:37:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	37	Il furtet mi horloge.	Yo va dar it a Tom.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:38:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	38	Yo va dar it a Tom.	Ella melcat li vacca.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:39:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	39	Ella melcat li vacca.	Yo ne dit que it esse facil.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:40:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	40	Yo ne dit que it esse facil.	To ne es un cat. It es un cane.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:41:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	41	To ne es un cat. It es un cane.	Il ne es plu interessat in me.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:42:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	42	Il ne es plu interessat in me.	Ella ne have li billete.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:43:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	43	Ella ne have li billete.	Tom labora.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:44:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	44	Tom labora.	Donald Trump va esser li sequent presidente del Unit States de America.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:45:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	45	Donald Trump va esser li sequent presidente del Unit States de America.	Tom studia in Harvard.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:46:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	46	Tom studia in Harvard.	Li buxe esset tro pesant.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:47:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	47	Li buxe esset tro pesant.	Yer pluviat.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:48:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	48	Yer pluviat.	Quo tu pensa pri ella?	same_language_adjacent_different_sentence
tatoeba:ile_Latn:49:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	49	Quo tu pensa pri ella?	Tom es in grav dangere.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:50:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	50	Tom es in grav dangere.	Yo besona un medico.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:51:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	51	Yo besona un medico.	Ti frase ne es italian.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:52:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	52	Ti frase ne es italian.	Noi have du filias.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:53:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	53	Noi have du filias.	Yo ne posse, benque yo vole.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:54:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	54	Yo ne posse, benque yo vole.	U es mi fratre?	same_language_adjacent_different_sentence
tatoeba:ile_Latn:55:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	55	U es mi fratre?	It ne hay aqua.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:56:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	56	It ne hay aqua.	Yo have du filias e du filios.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:57:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	57	Yo have du filias e du filios.	Pro quo tu menti?	same_language_adjacent_different_sentence
tatoeba:ile_Latn:58:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	58	Pro quo tu menti?	Yo ama li sole.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:59:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	59	Yo ama li sole.	Mi filia es ancor un infante.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:60:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	60	Mi filia es ancor un infante.	Marta ama te.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:61:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	61	Marta ama te.	Yo porta mi costume de balne sub mi vestimentes.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:62:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	62	Yo porta mi costume de balne sub mi vestimentes.	Il pensa que il es un heróe.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:63:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	63	Il pensa que il es un heróe.	Yo va monstrar te li via.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:64:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	64	Yo va monstrar te li via.	Il ne dat it a me.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:65:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	65	Il ne dat it a me.	Tu esset un grand auxilie.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:66:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	66	Tu esset un grand auxilie.	Yo have un filia.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:67:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	67	Yo have un filia.	Tom ne venit a hem.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:68:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	68	Tom ne venit a hem.	Es il es un de tui amicos?	same_language_adjacent_different_sentence
tatoeba:ile_Latn:69:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	69	Es il es un de tui amicos?	Yo have un amico.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:70:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	70	Yo have un amico.	Ella cocina nu.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:71:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	71	Ella cocina nu.	Il cocina nu.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:72:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	72	Il cocina nu.	Li mann es fort.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:73:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	73	Li mann es fort.	It hat niveat.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:74:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	74	It hat niveat.	Il have un filio e du filias.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:75:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	75	Il have un filio e du filias.	U es li cat?	same_language_adjacent_different_sentence
tatoeba:ile_Latn:76:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	76	U es li cat?	Yo ne vole far to.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:77:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	77	Yo ne vole far to.	To es un tre bon nova.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:78:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	78	To es un tre bon nova.	Li internet es un labirinte.	same_language_adjacent_different_sentence
tatoeba:ile_Latn:79:same_language	tatoeba	same_language_tatoeba_adjacent	ile_Latn	ile_Latn	v5_target	79	Li internet es un labirinte.	To es vermen un bon nova.	same_language_adjacent_different_sentence
