metric	summary_group	method	step	model_key	score_name	score_value	aux_score_name	aux_score_value	direction	source_file
retrieval_tatoeba	all	fvt	2500	v52_fvt_step2500	top10_accuracy	0.290893	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step2500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-2500/test_results.txt
retrieval_tatoeba	all	mean	2500	v52_mean_step2500	top10_accuracy	0.243860	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_mean_step2500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_mean_mlm_8h__checkpoint-2500/test_results.txt
retrieval_tatoeba	all	random	2500	v52_random_step2500	top10_accuracy	0.250543	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_random_step2500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_random_mlm_8h__checkpoint-2500/test_results.txt
retrieval_tatoeba	all	align	3000	v52_align_step3000	top10_accuracy	0.282306	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step3000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-3000/test_results.txt
retrieval_tatoeba	all	fvt	3000	v52_fvt_step3000	top10_accuracy	0.282306	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step3000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-3000/test_results.txt
retrieval_tatoeba	all	mean	3000	v52_mean_step3000	top10_accuracy	0.246495	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_mean_step3000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_mean_mlm_8h__checkpoint-3000/test_results.txt
retrieval_tatoeba	all	random	3000	v52_random_step3000	top10_accuracy	0.249892	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_random_step3000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_random_mlm_8h__checkpoint-3000/test_results.txt
retrieval_tatoeba	all	align	3500	v52_align_step3500	top10_accuracy	0.280321	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step3500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-3500/test_results.txt
retrieval_tatoeba	all	fvt	3500	v52_fvt_step3500	top10_accuracy	0.280321	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step3500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-3500/test_results.txt
retrieval_tatoeba	all	mean	3500	v52_mean_step3500	top10_accuracy	0.247829	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_mean_step3500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_mean_mlm_8h__checkpoint-3500/test_results.txt
retrieval_tatoeba	all	random	3500	v52_random_step3500	top10_accuracy	0.247225	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_random_step3500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_random_mlm_8h__checkpoint-3500/test_results.txt
retrieval_tatoeba	all	align	4000	v52_align_step4000	top10_accuracy	0.282957	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-4000/test_results.txt
retrieval_tatoeba	all	fvt	4000	v52_fvt_step4000	top10_accuracy	0.282957	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-4000/test_results.txt
retrieval_tatoeba	all	mean	4000	v52_mean_step4000	top10_accuracy	0.246194	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_mean_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_mean_mlm_8h__checkpoint-4000/test_results.txt
retrieval_tatoeba	all	random	4000	v52_random_step4000	top10_accuracy	0.248908	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_random_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_random_mlm_8h__checkpoint-4000/test_results.txt
retrieval_tatoeba	v5_target	align	500	v52_align_step500	top10_accuracy	0.223194	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-500/test_results.txt
retrieval_tatoeba	v5_target	fvt	500	v52_fvt_step500	top10_accuracy	0.223194	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-500/test_results.txt
retrieval_tatoeba	v5_target	mean	500	v52_mean_step500	top10_accuracy	0.217194	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_mean_step500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_mean_mlm_8h__checkpoint-500/test_results.txt
retrieval_tatoeba	v5_target	random	500	v52_random_step500	top10_accuracy	0.209241	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_random_step500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_random_mlm_8h__checkpoint-500/test_results.txt
retrieval_tatoeba	v5_target	align	1000	v52_align_step1000	top10_accuracy	0.254813	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step1000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-1000/test_results.txt
retrieval_tatoeba	v5_target	fvt	1000	v52_fvt_step1000	top10_accuracy	0.254813	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step1000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-1000/test_results.txt
retrieval_tatoeba	v5_target	mean	1000	v52_mean_step1000	top10_accuracy	0.214241	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_mean_step1000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_mean_mlm_8h__checkpoint-1000/test_results.txt
retrieval_tatoeba	v5_target	random	1000	v52_random_step1000	top10_accuracy	0.222845	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_random_step1000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_random_mlm_8h__checkpoint-1000/test_results.txt
retrieval_tatoeba	v5_target	align	1500	v52_align_step1500	top10_accuracy	0.265353	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step1500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-1500/test_results.txt
retrieval_tatoeba	v5_target	fvt	1500	v52_fvt_step1500	top10_accuracy	0.265353	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step1500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-1500/test_results.txt
retrieval_tatoeba	v5_target	mean	1500	v52_mean_step1500	top10_accuracy	0.235511	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_mean_step1500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_mean_mlm_8h__checkpoint-1500/test_results.txt
retrieval_tatoeba	v5_target	random	1500	v52_random_step1500	top10_accuracy	0.239559	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_random_step1500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_random_mlm_8h__checkpoint-1500/test_results.txt
retrieval_tatoeba	v5_target	align	2000	v52_align_step2000	top10_accuracy	0.274544	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step2000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-2000/test_results.txt
retrieval_tatoeba	v5_target	fvt	2000	v52_fvt_step2000	top10_accuracy	0.274544	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step2000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-2000/test_results.txt
retrieval_tatoeba	v5_target	mean	2000	v52_mean_step2000	top10_accuracy	0.235162	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_mean_step2000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_mean_mlm_8h__checkpoint-2000/test_results.txt
retrieval_tatoeba	v5_target	random	2000	v52_random_step2000	top10_accuracy	0.245495	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_random_step2000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_random_mlm_8h__checkpoint-2000/test_results.txt
retrieval_tatoeba	v5_target	align	2500	v52_align_step2500	top10_accuracy	0.290893	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step2500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-2500/test_results.txt
retrieval_tatoeba	v5_target	fvt	2500	v52_fvt_step2500	top10_accuracy	0.290893	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step2500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-2500/test_results.txt
retrieval_tatoeba	v5_target	mean	2500	v52_mean_step2500	top10_accuracy	0.243860	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_mean_step2500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_mean_mlm_8h__checkpoint-2500/test_results.txt
retrieval_tatoeba	v5_target	random	2500	v52_random_step2500	top10_accuracy	0.250543	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_random_step2500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_random_mlm_8h__checkpoint-2500/test_results.txt
retrieval_tatoeba	v5_target	align	3000	v52_align_step3000	top10_accuracy	0.282306	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step3000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-3000/test_results.txt
retrieval_tatoeba	v5_target	fvt	3000	v52_fvt_step3000	top10_accuracy	0.282306	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step3000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-3000/test_results.txt
retrieval_tatoeba	v5_target	mean	3000	v52_mean_step3000	top10_accuracy	0.246495	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_mean_step3000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_mean_mlm_8h__checkpoint-3000/test_results.txt
retrieval_tatoeba	v5_target	random	3000	v52_random_step3000	top10_accuracy	0.249892	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_random_step3000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_random_mlm_8h__checkpoint-3000/test_results.txt
retrieval_tatoeba	v5_target	align	3500	v52_align_step3500	top10_accuracy	0.280321	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step3500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-3500/test_results.txt
retrieval_tatoeba	v5_target	fvt	3500	v52_fvt_step3500	top10_accuracy	0.280321	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step3500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-3500/test_results.txt
retrieval_tatoeba	v5_target	mean	3500	v52_mean_step3500	top10_accuracy	0.247829	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_mean_step3500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_mean_mlm_8h__checkpoint-3500/test_results.txt
retrieval_tatoeba	v5_target	random	3500	v52_random_step3500	top10_accuracy	0.247225	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_random_step3500/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_random_mlm_8h__checkpoint-3500/test_results.txt
retrieval_tatoeba	v5_target	align	4000	v52_align_step4000	top10_accuracy	0.282957	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_align_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_align_mlm_8h__checkpoint-4000/test_results.txt
retrieval_tatoeba	v5_target	fvt	4000	v52_fvt_step4000	top10_accuracy	0.282957	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-4000/test_results.txt
retrieval_tatoeba	v5_target	mean	4000	v52_mean_step4000	top10_accuracy	0.246194	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_mean_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_mean_mlm_8h__checkpoint-4000/test_results.txt
retrieval_tatoeba	v5_target	random	4000	v52_random_step4000	top10_accuracy	0.248908	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_random_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_random_mlm_8h__checkpoint-4000/test_results.txt
roundtrip_alignment	all	fvt	4000	v52_fvt_step4000	accuracy	0.026233	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/v52_fvt_step4000/test_results.txt
roundtrip_alignment	all	mean	4000	v52_mean_step4000	accuracy	0.021800	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/v52_mean_step4000/test_results.txt
roundtrip_alignment	all	random	4000	v52_random_step4000	accuracy	0.018833	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/v52_random_step4000/test_results.txt
roundtrip_alignment	v5_target	fvt	4000	v52_fvt_step4000	accuracy	0.026233	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/v52_fvt_step4000/test_results.txt
roundtrip_alignment	v5_target	mean	4000	v52_mean_step4000	accuracy	0.021800	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/v52_mean_step4000/test_results.txt
roundtrip_alignment	v5_target	random	4000	v52_random_step4000	accuracy	0.018833	languages	3	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/v52_random_step4000/test_results.txt
text_classification	all	fvt	4000	v52_fvt_step4000	macro_f1	0.7131675999970487	accuracy	0.7477477477477478	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/text_classification/taxi1500/v52_fvt_step4000/summary.json
text_classification	all	mean	4000	v52_mean_step4000	macro_f1	0.7776784927069557	accuracy	0.7837837837837838	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/text_classification/taxi1500/v52_mean_step4000/summary.json
text_classification	all	random	4000	v52_random_step4000	macro_f1	0.6967669896241325	accuracy	0.7477477477477478	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/text_classification/taxi1500/v52_random_step4000/summary.json
text_classification	head	fvt	4000	v52_fvt_step4000	macro_f1	0.7131675999970487	accuracy	0.7477477477477478	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/text_classification/taxi1500/v52_fvt_step4000/summary.json
text_classification	head	mean	4000	v52_mean_step4000	macro_f1	0.7776784927069557	accuracy	0.7837837837837838	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/text_classification/taxi1500/v52_mean_step4000/summary.json
text_classification	head	random	4000	v52_random_step4000	macro_f1	0.6967669896241325	accuracy	0.7477477477477478	higher_is_better	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/text_classification/taxi1500/v52_random_step4000/summary.json
