language_script	language	group	flag	status	source_file	english_file	shared_verses	src_output	eng_output
mlg_Latn	mlg	seen	1	missing_source_bible		/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	0		
snd_Arab	snd	seen	1	ready	/disk3/moon/paralleltext/bibles/corpus/snd-x-bible.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7921	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.snd_Arab-eng_Latn.snd_Arab	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.snd_Arab-eng_Latn.eng_Latn
ita_Latn	ita	seen	1	ready	/disk3/moon/paralleltext/bibles/corpus/ita-x-bible-2009.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7933	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.ita_Latn-eng_Latn.ita_Latn	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.ita_Latn-eng_Latn.eng_Latn
hau_Arab	hau	seen		skipped_not_in_bible_lang_list		/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	0		
cym_Latn	cym	seen	1	ready	/disk3/moon/paralleltext/bibles/corpus/cym-x-bible-salesbury.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7940	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.cym_Latn-eng_Latn.cym_Latn	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.cym_Latn-eng_Latn.eng_Latn
srp_Latn	srp	seen	1	ready	/disk3/moon/paralleltext/bibles/corpus/srp-x-bible.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.srp_Latn-eng_Latn.srp_Latn	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.srp_Latn-eng_Latn.eng_Latn
zho_Hani	zho	seen	1	missing_source_bible		/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	0		
tha_Thai	tha	seen	1	ready	/disk3/moon/paralleltext/bibles/corpus/tha-x-bible-kjv.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.tha_Thai-eng_Latn.tha_Thai	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.tha_Thai-eng_Latn.eng_Latn
swe_Latn	swe	seen	1	ready	/disk3/moon/paralleltext/bibles/corpus/swe-x-bible-1917.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7937	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.swe_Latn-eng_Latn.swe_Latn	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.swe_Latn-eng_Latn.eng_Latn
pan_Guru	pan	seen	1	ready	/disk3/moon/paralleltext/bibles/corpus/pan-x-bible.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7889	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.pan_Guru-eng_Latn.pan_Guru	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.pan_Guru-eng_Latn.eng_Latn
prs_Arab	prs	seen	1	ready	/disk3/moon/paralleltext/bibles/corpus/prs-x-bible-todays.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7939	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.prs_Arab-eng_Latn.prs_Arab	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.prs_Arab-eng_Latn.eng_Latn
pes_Arab	pes	seen	1	ready	/disk3/moon/paralleltext/bibles/corpus/pes-x-bible-1995.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7891	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.pes_Arab-eng_Latn.pes_Arab	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.pes_Arab-eng_Latn.eng_Latn
san_Latn	san	seen	1	ready	/disk3/moon/paralleltext/bibles/corpus/san-x-bible.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7712	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.san_Latn-eng_Latn.san_Latn	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.san_Latn-eng_Latn.eng_Latn
kaz_Cyrl	kaz	seen	1	ready	/disk3/moon/paralleltext/bibles/corpus/kaz-x-bible.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7915	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.kaz_Cyrl-eng_Latn.kaz_Cyrl	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.kaz_Cyrl-eng_Latn.eng_Latn
kur_Latn	kur	seen		skipped_not_in_bible_lang_list		/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	0		
mal_Mlym	mal	seen	1	ready	/disk3/moon/paralleltext/bibles/corpus/mal-x-bible.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7938	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.mal_Mlym-eng_Latn.mal_Mlym	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.mal_Mlym-eng_Latn.eng_Latn
nep_Deva	nep	seen	1	ready	/disk3/moon/paralleltext/bibles/corpus/nep-x-bible-simple.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7922	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.nep_Deva-eng_Latn.nep_Deva	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.nep_Deva-eng_Latn.eng_Latn
gle_Latn	gle	seen	1	ready	/disk3/moon/paralleltext/bibles/corpus/gle-x-bible.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.gle_Latn-eng_Latn.gle_Latn	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.gle_Latn-eng_Latn.eng_Latn
swa_Latn	swa	seen		skipped_not_in_bible_lang_list		/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	0		
som_Latn	som	seen	1	ready	/disk3/moon/paralleltext/bibles/corpus/som-x-bible.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.som_Latn-eng_Latn.som_Latn	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.som_Latn-eng_Latn.eng_Latn
lit_Latn	lit	seen	1	ready	/disk3/moon/paralleltext/bibles/corpus/lit-x-bible-ecumenical.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7939	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.lit_Latn-eng_Latn.lit_Latn	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.lit_Latn-eng_Latn.eng_Latn
guj_Gujr	guj	unseen	1	ready	/disk3/moon/paralleltext/bibles/corpus/guj-x-bible.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7883	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.guj_Gujr-eng_Latn.guj_Gujr	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.guj_Gujr-eng_Latn.eng_Latn
asm_Beng	asm	unseen	1	ready	/disk3/moon/paralleltext/bibles/corpus/asm-x-bible-asmfb.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7939	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.asm_Beng-eng_Latn.asm_Beng	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.asm_Beng-eng_Latn.eng_Latn
srp_Cyrl	srp	unseen	1	ready	/disk3/moon/paralleltext/bibles/corpus/srp-x-bible.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.srp_Cyrl-eng_Latn.srp_Cyrl	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.srp_Cyrl-eng_Latn.eng_Latn
sun_Latn	sun	unseen	1	ready	/disk3/moon/paralleltext/bibles/corpus/sun-x-bible-formal.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7938	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.sun_Latn-eng_Latn.sun_Latn	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.sun_Latn-eng_Latn.eng_Latn
zsm_Latn	zsm	unseen	1	ready	/disk3/moon/paralleltext/bibles/corpus/zsm-x-bible-goodnews.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7888	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.zsm_Latn-eng_Latn.zsm_Latn	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.zsm_Latn-eng_Latn.eng_Latn
aze_Latn	aze	unseen	1	missing_source_bible		/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	0		
fil_Latn	fil	unseen	1	ready	/disk3/moon/paralleltext/bibles/corpus/fil-x-bible-1905.txt	/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.fil_Latn-eng_Latn.fil_Latn	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible/bible.fil_Latn-eng_Latn.eng_Latn
bos_Latn	bos	unseen		skipped_not_in_bible_lang_list		/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	0		
dzo_Tibt	dzo	unseen	0	skipped_flag_not_one		/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	0		
sat_Olck	sat	unseen		skipped_not_in_bible_lang_list		/disk3/moon/paralleltext/bibles/corpus/eng-x-bible-basic.txt	0		
