task	language_script	group	source	status
Sentence Retrieval Bible	snd_Arab	head	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	yue_Hani	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	kua_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	hin_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	kal_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	tdt_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mfe_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mos_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	kik_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	cnh_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	gil_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	pon_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ori_Orya	head	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	luo_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	nzi_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	gug_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	bar_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	bci_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	chk_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	yap_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ssw_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	quz_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	sah_Cyrl	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	tsn_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	quy_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	bbc_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	wal_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	uig_Arab	head	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	pam_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	seh_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	zai_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	gym_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	bod_Tibt	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	nde_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	fon_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	nbl_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	kmr_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	guc_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mam_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	nia_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	nyn_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	cab_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	top_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mco_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	tzh_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	plt_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	iba_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	kek_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	sop_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	kac_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	qvi_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	cak_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	kbp_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ctu_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	kri_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mau_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	tyv_Cyrl	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	btx_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	nch_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ncj_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	pau_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	toj_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	pcm_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	dyu_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	kss_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	quc_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	yao_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	kab_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	tuk_Cyrl	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ndc_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	san_Deva	head	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	qug_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	arb_Arab	head	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mck_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	arn_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	pdt_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	gla_Latn	head	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	kmr_Cyrl	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	nav_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ksw_Mymr	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mxv_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	hif_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	wol_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	sme_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	gom_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	bum_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mgr_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ahk_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	tsz_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	bzj_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	udm_Cyrl	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	cce_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	meu_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	cbk_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	bhw_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ngu_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	nyy_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	naq_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	toh_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	nse_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	alz_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mhr_Cyrl	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	djk_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	gkn_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	grc_Grek	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	swh_Latn	head	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	alt_Cyrl	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	miq_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	kaa_Cyrl	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	lhu_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	lzh_Hani	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	cmn_Hani	head	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	kjh_Cyrl	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mgh_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	rmy_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	srm_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	gur_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	yom_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	cfm_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	lao_Laoo	head	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	qub_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ote_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ldi_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ayr_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	bba_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	aln_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	leh_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ban_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ace_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	pes_Arab	head	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ary_Arab	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	hus_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	glv_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mai_Deva	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	dzo_Tibt	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ctd_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	nnb_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	sxn_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mps_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	gkp_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	acr_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	dtp_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	lam_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	poh_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	quh_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	tob_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ach_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	npi_Deva	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	myv_Cyrl	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	tih_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	gor_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ium_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	teo_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	kia_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	crh_Cyrl	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	enm_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mad_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	cac_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	hnj_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ikk_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	sba_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	zom_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	bqc_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	bim_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mdy_Ethi	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	bts_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	gya_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	agw_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	knv_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	giz_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	hui_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	kpg_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	aoj_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	csy_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	azb_Arab	head	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	tpm_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	quw_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ixl_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mbb_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	tlh_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	suz_Deva	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	tbz_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	bam_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	prk_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	jam_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	nmf_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	caq_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	rop_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	tca_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	yan_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	xav_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	cuk_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	kjb_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	hne_Deva	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	wbm_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	zlm_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	tui_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ifb_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	izz_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	rug_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	aka_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	pxm_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	kmm_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mcn_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ifa_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	dln_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	ksd_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mzh_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	hra_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mwm_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	krc_Cyrl	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	tuc_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	mrw_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	pls_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	rap_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	kaa_Latn	tail	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	prs_Arab	head	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	san_Latn	head	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
Sentence Retrieval Bible	uig_Latn	head	evaluation/retrieval/bible_lang_list.txt	exact_matches_user_table
NER	hbs_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	mal_Mlym	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	aze_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	guj_Gujr	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ben_Beng	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	kan_Knda	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	tel_Telu	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	mlt_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	fra_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	spa_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	eng_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	rus_Cyrl	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	deu_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	tur_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	pan_Guru	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	mar_Deva	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	por_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	nld_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ara_Arab	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	zho_Hani	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ita_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ind_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ell_Grek	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	bul_Cyrl	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	swe_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ces_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	isl_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	pol_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ron_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	dan_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	hun_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	tgk_Cyrl	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	fas_Arab	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ceb_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	heb_Hebr	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	hrv_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	glg_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	fin_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	slv_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	vie_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	mkd_Cyrl	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	slk_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	nor_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	est_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ltz_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	eus_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	lit_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	kaz_Cyrl	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
