task	language_script	group	unit	has_data	train_count	dev_count	test_count	pair_or_sample_count	source_path	notes
raw_text_strict_split	prs_Arab	head	raw text examples	yes	8753	1000	1000	10753	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	prs_Arab	head	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	pes_Arab	head	raw text examples	yes	16762	1000	1000	18762	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	pes_Arab	head	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	san_Latn	head	raw text examples	yes	1	58	59	118	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	san_Latn	head	raw text examples	yes	0	58	59	117	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	kaz_Cyrl	head	raw text examples	yes	12343817	1000	1000	12345817	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	kaz_Cyrl	head	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	kur_Latn	head	raw text examples	yes	403169	1000	1000	405169	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	kur_Latn	head	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	mal_Mlym	head	raw text examples	yes	48093393	1000	1000	48095393	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	mal_Mlym	head	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	nep_Deva	head	raw text examples	yes	1297063	1000	1000	1299063	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	nep_Deva	head	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	gle_Latn	head	raw text examples	yes	7176230	1000	1000	7178230	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	gle_Latn	head	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	swa_Latn	head	raw text examples	yes	5985318	1000	1000	5987318	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	swa_Latn	head	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	som_Latn	head	raw text examples	yes	3913898	1000	1000	3915898	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	som_Latn	head	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	lit_Latn	head	raw text examples	yes	12423629	1000	1000	12425629	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	lit_Latn	head	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	guj_Gujr	target	raw text examples	yes	45736247	1000	1000	45738247	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	guj_Gujr	target	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	asm_Beng	target	raw text examples	yes	1874644	1000	1000	1876644	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	asm_Beng	target	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	srp_Cyrl	target	raw text examples	yes	3861064	1000	1000	3863064	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	srp_Cyrl	target	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	sun_Latn	target	raw text examples	yes	2544902	1000	1000	2546902	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	sun_Latn	target	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	zsm_Latn	target	raw text examples	yes	847033	1000	1000	849033	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	zsm_Latn	target	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	aze_Latn	target	raw text examples	yes	46290511	1000	1000	46292511	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	aze_Latn	target	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	fil_Latn	target	raw text examples	yes	33482266	1000	1000	33484266	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	fil_Latn	target	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	bos_Latn	target	raw text examples	yes	11010783	1000	1000	11012783	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	bos_Latn	target	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	dzo_Tibt	target	raw text examples	yes	42100	1000	1000	44100	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	dzo_Tibt	target	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
raw_text_strict_split	sat_Olck	target	raw text examples	yes	35581	1000	1000	37581	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PASS
pseudoperplexity_heldout	sat_Olck	target	raw text examples	yes	0	1000	1000	2000	0_tokenizer/00_data_scope/strict_data_composition_by_language.tsv	PPPL uses held-out split; test is the final reporting split.
mlm_pretraining_sample_5pct	lao_Laoo	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	mya_Mymr	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	ara_Arab	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	mar_Deva	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	hau_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	uzb_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	slv_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	fin_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	hun_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	cmn_Hani	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	est_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	bre_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	hrv_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	jav_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	ron_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	ell_Grek	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	nor_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	slk_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	vie_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	amh_Ethi	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	epo_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	bel_Cyrl	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	xho_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	hin_Deva	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	tam_Taml	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	mon_Cyrl	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	ces_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	san_Deva	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	hye_Armn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	pus_Arab	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	som_Arab	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	kan_Knda	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	isl_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	ori_Orya	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	afr_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	deu_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	urd_Arab	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	bul_Cyrl	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	tgl_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	eus_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	pol_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	lat_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	tur_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	fra_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	cat_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	uig_Arab	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	arb_Arab	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	sqi_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	sin_Sinh	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	msa_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	swh_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	kor_Hang	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	ukr_Cyrl	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	kir_Cyrl	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	yid_Hebr	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	heb_Hebr	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	nld_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	fry_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	azb_Arab	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	glg_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	fas_Arab	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	eng_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	mkd_Cyrl	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	ind_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	por_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	spa_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	dan_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	khm_Khmr	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	gla_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	uig_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	kat_Geor	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	mlg_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	snd_Arab	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	ita_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	hau_Arab	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	cym_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	srp_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	zho_Hani	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	tha_Thai	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	swe_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	pan_Guru	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	prs_Arab	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	pes_Arab	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	san_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	kaz_Cyrl	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	kur_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	mal_Mlym	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	nep_Deva	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	gle_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	swa_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	som_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	lit_Latn	head	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	guj_Gujr	target	sampled raw text lines	yes	492799	0	0	492799	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	asm_Beng	target	sampled raw text lines	yes	189232	0	0	189232	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	srp_Cyrl	target	sampled raw text lines	yes	234800	0	0	234800	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	sun_Latn	target	sampled raw text lines	yes	208149	0	0	208149	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	zsm_Latn	target	sampled raw text lines	yes	149598	0	0	149598	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	aze_Latn	target	sampled raw text lines	yes	494608	0	0	494608	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	fil_Latn	target	sampled raw text lines	yes	448820	0	0	448820	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	bos_Latn	target	sampled raw text lines	yes	321497	0	0	321497	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	dzo_Tibt	target	sampled raw text lines	yes	64745	0	0	64745	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
mlm_pretraining_sample_5pct	sat_Olck	target	sampled raw text lines	yes	59421	0	0	59421	0_tokenizer/merge/Glot500_v51_glot50010_xlmr100_strict_5pct.manifest.tsv	PASS
retrieval_tatoeba	ara_Arab	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	mar_Deva	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	slv_Latn	head	aligned sentence pairs	yes	0	0	823	823	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=823;eng_lines=823
retrieval_tatoeba	fin_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	hun_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
